id_da,tipo_tributo,id_contribuinte,competencia_origem,data_inscricao,valor_principal,juros,multa,valor_total,valor_recuperado,fase,situacao
602,ISS,958.0,2022-11,2023-01-30,766.64,190.76,153.33,1110.73,181.65,Judicial,Parcelado
603,ISS,58.0,2022-05,2022-07-30,697.82,93.94,139.56,931.32,64.0,Administrativa,Parcelado
604,ISS,553.0,2022-01,2022-04-01,6737.45,1373.08,1347.49,9458.02,0.0,Administrativa,Em aberto
605,ISS,1752.0,2023-08,2023-10-30,1173.1,266.4,234.62,1674.12,0.0,Administrativa,Em aberto
606,ISS,1536.0,2022-08,2022-10-30,820.68,116.13,164.14,1100.94,0.0,Judicial,Em aberto
607,ISS,1625.0,2024-02,2024-05-01,1953.42,119.26,390.68,2463.37,283.83,Administrativa,Parcelado
608,ISS,616.0,2022-05,2022-07-30,1009.03,143.08,201.81,1353.92,0.0,Administrativa,Em aberto
609,ISS,267.0,2022-03,2022-05-30,1352.3,206.87,270.46,1829.63,0.0,Judicial,Em aberto
610,ISS,734.0,2023-02,2023-05-02,1750.5,424.99,350.1,2525.59,734.14,Administrativa,Parcelado
611,ISS,1289.0,2024-09,2024-11-30,10663.28,1174.12,2132.66,13970.05,0.0,Administrativa,Em aberto
612,ISS,1123.0,2023-06,2023-08-30,795.26,234.08,159.05,1188.39,291.28,Administrativa,Parcelado
613,ISS,125.0,2024-10,2024-12-30,26259.2,4710.8,5251.84,36221.84,0.0,Administrativa,Em aberto
614,ISS,1931.0,2022-06,2022-08-30,974.24,101.78,194.85,1270.87,0.0,Judicial,Em aberto
615,ISS,916.0,2024-10,2024-12-30,13273.68,3809.5,2654.74,19737.92,0.0,Administrativa,Em aberto
616,ISS,210.0,2024-01,2024-03-31,750.3,57.49,150.06,957.85,0.0,Judicial,Em aberto
617,ISS,1543.0,2023-08,2023-10-30,1190.94,244.73,238.19,1673.86,0.0,Administrativa,Em aberto
618,ISS,1495.0,2023-09,2023-11-30,609.1,161.91,121.82,892.83,80.75,Administrativa,Parcelado
619,ISS,653.0,2023-08,2023-10-30,2483.44,714.06,496.69,3694.19,76.86,Administrativa,Parcelado
620,ISS,879.0,2023-12,2024-02-29,3224.61,853.88,644.92,4723.41,749.35,Judicial,Parcelado
621,ISS,1986.0,2024-05,2024-07-30,3077.32,666.33,615.46,4359.11,0.0,Administrativa,Em aberto
622,ISS,1093.0,2023-03,2023-05-30,2029.82,337.71,405.96,2773.49,704.11,Administrativa,Parcelado
623,ISS,92.0,2024-05,2024-07-30,9335.89,2690.14,1867.18,13893.21,0.0,Administrativa,Em aberto
624,ISS,1095.0,2024-07,2024-09-29,824.03,145.54,164.81,1134.38,0.0,Administrativa,Em aberto
625,ISS,158.0,2024-06,2024-08-30,767.92,130.26,153.58,1051.76,0.0,Judicial,Em aberto
626,ISS,375.0,2024-03,2024-05-30,2487.38,237.18,497.48,3222.03,278.89,Administrativa,Parcelado
627,ISS,140.0,2022-11,2023-01-30,1922.01,260.45,384.4,2566.87,0.0,Judicial,Em aberto
628,ISS,176.0,2023-11,2024-01-30,1832.82,281.74,366.56,2481.13,0.0,Administrativa,Em aberto
629,ISS,255.0,2022-07,2022-09-29,7100.15,1001.34,1420.03,9521.52,2170.05,Judicial,Parcelado
630,ISS,18.0,2022-09,2022-11-30,8774.53,1274.6,1754.91,11804.03,0.0,Judicial,Em aberto
631,ISS,1478.0,2023-02,2023-05-02,2981.98,478.24,596.4,4056.61,0.0,Administrativa,Em aberto
632,ISS,1663.0,2024-08,2024-10-30,1873.33,383.88,374.67,2631.88,548.22,Judicial,Parcelado
633,ISS,1137.0,2024-03,2024-05-30,896.78,145.85,179.36,1221.98,0.0,Administrativa,Em aberto
634,ISS,591.0,2023-02,2023-05-02,2233.42,491.71,446.68,3171.81,427.9,Administrativa,Parcelado
635,ISS,496.0,2023-02,2023-05-02,961.15,266.55,192.23,1419.93,0.0,Judicial,Em aberto
636,ISS,625.0,2022-10,2022-12-30,894.29,67.88,178.86,1141.03,0.0,Administrativa,Em aberto
637,ISS,1920.0,2022-09,2022-11-30,1820.53,116.83,364.11,2301.46,201.62,Administrativa,Parcelado
638,ISS,925.0,2022-03,2022-05-30,1563.17,101.13,312.63,1976.93,0.0,Administrativa,Em aberto
639,ISS,837.0,2024-07,2024-09-29,1286.52,247.94,257.3,1791.77,535.41,Administrativa,Parcelado
640,ISS,836.0,2024-02,2024-05-01,658.09,101.51,131.62,891.21,189.08,Administrativa,Parcelado
641,ISS,780.0,2024-04,2024-06-30,2789.94,435.61,557.99,3783.53,0.0,Administrativa,Em aberto
642,ISS,1011.0,2022-02,2022-05-02,1767.48,378.7,353.5,2499.67,76.88,Administrativa,Parcelado
643,ISS,1422.0,2023-06,2023-08-30,5555.18,1515.86,1111.04,8182.08,0.0,Administrativa,Em aberto
644,ISS,545.0,2022-03,2022-05-30,521.37,79.71,104.27,705.36,0.0,Administrativa,Em aberto
645,ISS,945.0,2024-12,2025-03-01,5712.67,1127.69,1142.53,7982.9,0.0,Administrativa,Em aberto
646,ISS,250.0,2022-12,2023-03-01,7470.16,2035.37,1494.03,10999.56,3204.41,Administrativa,Parcelado
647,ISS,1419.0,2023-09,2023-11-30,1201.77,356.57,240.35,1798.69,0.0,Judicial,Em aberto
648,ISS,1396.0,2022-07,2022-09-29,920.72,168.51,184.14,1273.38,0.0,Judicial,Em aberto
649,ISS,1077.0,2022-01,2022-04-01,1292.9,143.49,258.58,1694.97,0.0,Administrativa,Em aberto
650,ISS,1191.0,2022-04,2022-06-30,3662.53,498.87,732.51,4893.91,0.0,Administrativa,Em aberto
651,ISS,586.0,2022-05,2022-07-30,1896.36,460.68,379.27,2736.31,0.0,Judicial,Em aberto
652,ISS,1445.0,2024-11,2025-01-30,861.56,189.91,172.31,1223.78,0.0,Administrativa,Em aberto
653,ISS,504.0,2022-11,2023-01-30,801.01,74.14,160.2,1035.35,106.47,Administrativa,Parcelado
654,ISS,1161.0,2023-04,2023-06-30,4741.18,463.59,948.24,6153.01,13.03,Administrativa,Parcelado
655,ISS,199.0,2024-04,2024-06-30,793.25,132.9,158.65,1084.8,0.0,Administrativa,Em aberto
656,ISS,678.0,2024-09,2024-11-30,1301.1,277.5,260.22,1838.82,61.98,Judicial,Parcelado
657,ISS,1218.0,2023-02,2023-05-02,1970.61,507.04,394.12,2871.77,0.0,Administrativa,Em aberto
658,ISS,57.0,2022-07,2022-09-29,2705.42,334.26,541.08,3580.77,327.02,Judicial,Parcelado
659,ISS,871.0,2023-12,2024-02-29,1440.33,357.14,288.07,2085.54,0.0,Judicial,Em aberto
660,ISS,1599.0,2024-10,2024-12-30,6733.65,1898.58,1346.73,9978.96,0.0,Administrativa,Em aberto
661,ISS,833.0,2024-12,2025-03-01,23213.68,2687.93,4642.74,30544.34,0.0,Administrativa,Em aberto
662,ISS,621.0,2023-09,2023-11-30,1127.23,315.19,225.45,1667.86,249.52,Administrativa,Parcelado
663,ISS,574.0,2024-12,2025-03-01,1729.48,430.9,345.9,2506.28,0.0,Judicial,Em aberto
664,ISS,787.0,2024-08,2024-10-30,1603.69,141.36,320.74,2065.79,162.02,Judicial,Parcelado
665,ISS,1218.0,2022-11,2023-01-30,1695.44,441.19,339.09,2475.72,0.0,Judicial,Em aberto
666,ISS,1138.0,2024-09,2024-11-30,8960.93,638.65,1792.19,11391.77,0.0,Judicial,Em aberto
667,ISS,288.0,2022-07,2022-09-29,1041.58,241.79,208.32,1491.69,0.0,Administrativa,Em aberto
668,ISS,1849.0,2024-12,2025-03-01,22392.47,5606.97,4478.49,32477.93,1620.46,Judicial,Parcelado
669,ISS,625.0,2022-08,2022-10-30,2435.93,389.74,487.19,3312.85,0.0,Judicial,Em aberto
670,ISS,1528.0,2024-12,2025-03-01,1782.77,305.98,356.55,2445.31,0.0,Administrativa,Em aberto
671,ISS,129.0,2024-01,2024-03-31,1988.09,191.91,397.62,2577.62,0.0,Administrativa,Em aberto
672,ISS,561.0,2023-05,2023-07-30,4116.46,1080.91,823.29,6020.66,1430.58,Administrativa,Parcelado
673,ISS,1849.0,2022-05,2022-07-30,14779.91,3250.26,2955.98,20986.15,0.0,Administrativa,Em aberto
674,ISS,812.0,2022-01,2022-04-01,848.54,152.15,169.71,1170.4,348.19,Administrativa,Parcelado
675,ISS,968.0,2024-06,2024-08-30,714.26,202.81,142.85,1059.92,0.0,Administrativa,Em aberto
676,ISS,543.0,2022-10,2022-12-30,543.41,89.07,108.68,741.16,0.0,Administrativa,Em aberto
677,ISS,1038.0,2023-03,2023-05-30,3893.39,507.98,778.68,5180.05,0.0,Administrativa,Em aberto
678,ISS,574.0,2024-07,2024-09-29,648.95,80.71,129.79,859.45,0.0,Judicial,Em aberto
679,ISS,1186.0,2024-05,2024-07-30,810.5,207.95,162.1,1180.55,141.66,Judicial,Parcelado
680,ISS,121.0,2022-09,2022-11-30,2716.04,583.93,543.21,3843.18,808.87,Administrativa,Parcelado
681,ISS,918.0,2022-01,2022-04-01,1616.87,309.41,323.37,2249.65,0.0,Judicial,Em aberto
682,ISS,1630.0,2023-05,2023-07-30,1026.94,139.99,205.39,1372.32,0.0,Judicial,Em aberto
683,ISS,1422.0,2022-11,2023-01-30,3489.72,685.63,697.94,4873.29,0.0,Administrativa,Em aberto
684,ISS,1495.0,2024-05,2024-07-30,640.39,72.86,128.08,841.33,245.25,Judicial,Parcelado
685,ISS,413.0,2022-08,2022-10-30,855.93,169.07,171.19,1196.19,269.04,Judicial,Parcelado
686,ISS,127.0,2023-04,2023-06-30,1045.2,111.75,209.04,1365.99,0.0,Administrativa,Em aberto
687,ISS,1329.0,2023-12,2024-02-29,2913.14,179.08,582.63,3674.84,0.0,Judicial,Em aberto
688,ISS,380.0,2024-06,2024-08-30,8168.41,1350.22,1633.68,11152.32,0.0,Administrativa,Em aberto
689,ISS,1195.0,2024-12,2025-03-01,583.62,146.17,116.72,846.52,0.0,Administrativa,Em aberto
690,ISS,1161.0,2024-12,2025-03-01,14253.38,3596.32,2850.68,20700.38,5536.39,Administrativa,Parcelado
691,ISS,184.0,2024-08,2024-10-30,4588.49,1188.14,917.7,6694.33,0.0,Administrativa,Em aberto
692,ISS,1713.0,2022-10,2022-12-30,889.51,136.52,177.9,1203.93,0.0,Administrativa,Em aberto
693,ISS,1163.0,2024-02,2024-05-01,941.49,107.04,188.3,1236.83,0.0,Administrativa,Em aberto
694,ISS,18.0,2024-02,2024-05-01,3760.37,360.78,752.07,4873.22,0.0,Judicial,Em aberto
695,ISS,1514.0,2023-02,2023-05-02,9323.78,600.69,1864.76,11789.23,106.48,Administrativa,Parcelado
696,ISS,1161.0,2022-11,2023-01-30,5767.08,946.03,1153.42,7866.53,354.0,Judicial,Parcelado
697,ISS,1244.0,2022-10,2022-12-30,808.72,232.35,161.74,1202.81,0.0,Administrativa,Em aberto
698,ISS,245.0,2022-01,2022-04-01,48157.86,7318.83,9631.57,65108.26,0.0,Administrativa,Em aberto
699,ISS,1101.0,2024-04,2024-06-30,566.41,122.49,113.28,802.19,0.0,Administrativa,Em aberto
700,ISS,390.0,2022-02,2022-05-02,781.12,233.58,156.22,1170.92,0.0,Judicial,Em aberto
701,ISS,1555.0,2023-02,2023-05-02,596.63,133.84,119.33,849.79,0.0,Judicial,Em aberto
702,ISS,945.0,2024-05,2024-07-30,3781.69,843.48,756.34,5381.51,636.56,Administrativa,Parcelado
703,ISS,316.0,2024-06,2024-08-30,3790.54,299.25,758.11,4847.9,0.0,Administrativa,Em aberto
704,ISS,26.0,2022-09,2022-11-30,24642.16,4098.38,4928.43,33668.97,2442.23,Judicial,Parcelado
705,ISS,1597.0,2024-11,2025-01-30,1370.13,139.79,274.03,1783.95,397.11,Administrativa,Parcelado
706,ISS,97.0,2023-03,2023-05-30,2561.72,482.49,512.34,3556.55,0.0,Administrativa,Em aberto
707,ISS,1875.0,2023-02,2023-05-02,789.8,67.31,157.96,1015.07,0.0,Judicial,Em aberto
708,ISS,1758.0,2023-05,2023-07-30,2646.81,722.72,529.36,3898.9,0.0,Judicial,Em aberto
709,ISS,611.0,2023-04,2023-06-30,1846.94,416.49,369.39,2632.82,0.0,Administrativa,Em aberto
710,ISS,837.0,2022-04,2022-06-30,10185.85,2594.74,2037.17,14817.76,2902.51,Judicial,Parcelado
711,ISS,1396.0,2023-12,2024-02-29,1634.05,356.01,326.81,2316.87,0.0,Administrativa,Em aberto
712,ISS,1131.0,2022-03,2022-05-30,1208.18,310.14,241.64,1759.95,0.0,Administrativa,Em aberto
713,ISS,1401.0,2023-12,2024-02-29,4344.65,755.43,868.93,5969.01,922.39,Administrativa,Parcelado
714,ISS,1396.0,2024-11,2025-01-30,1634.93,268.92,326.99,2230.83,0.0,Judicial,Em aberto
715,ISS,1720.0,2024-08,2024-10-30,14575.3,4209.66,2915.06,21700.02,0.0,Administrativa,Em aberto
716,ISS,1051.0,2022-10,2022-12-30,1779.48,470.77,355.9,2606.14,0.0,Administrativa,Em aberto
717,ISS,1370.0,2023-02,2023-05-02,1146.6,265.71,229.32,1641.63,0.0,Administrativa,Em aberto
718,ISS,1546.0,2024-07,2024-09-29,697.91,125.89,139.58,963.38,0.0,Judicial,Em aberto
719,ISS,1924.0,2022-12,2023-03-01,1551.68,356.72,310.34,2218.73,0.0,Administrativa,Em aberto
720,ISS,1715.0,2023-11,2024-01-30,1080.44,82.6,216.09,1379.12,0.0,Administrativa,Em aberto
721,ISS,163.0,2024-06,2024-08-30,1429.31,265.39,285.86,1980.56,0.0,Administrativa,Em aberto
722,ISS,64.0,2023-07,2023-09-29,1584.55,333.19,316.91,2234.65,0.0,Administrativa,Em aberto
723,ISS,1359.0,2023-07,2023-09-29,702.87,157.14,140.57,1000.59,0.0,Administrativa,Em aberto
724,ISS,380.0,2023-12,2024-02-29,11838.16,1669.04,2367.63,15874.83,0.0,Administrativa,Em aberto
725,ISS,1688.0,2023-02,2023-05-02,3194.42,788.44,638.88,4621.74,0.0,Judicial,Em aberto
726,ISS,879.0,2024-03,2024-05-30,8325.29,1713.69,1665.06,11704.04,0.0,Administrativa,Em aberto
727,ISS,136.0,2024-09,2024-11-30,1825.6,507.06,365.12,2697.78,205.17,Administrativa,Parcelado
728,ISS,514.0,2024-05,2024-07-30,2822.94,326.28,564.59,3713.81,711.9,Judicial,Parcelado
729,ISS,865.0,2022-07,2022-09-29,1951.75,148.68,390.35,2490.78,726.32,Judicial,Parcelado
730,ISS,916.0,2024-03,2024-05-30,8324.16,832.01,1664.83,10821.0,3066.79,Administrativa,Parcelado
731,ISS,1272.0,2024-08,2024-10-30,1632.05,324.76,326.41,2283.22,351.78,Administrativa,Parcelado
732,ISS,1788.0,2022-03,2022-05-30,742.89,122.73,148.58,1014.2,0.0,Administrativa,Em aberto
733,ISS,1042.0,2022-01,2022-04-01,882.87,132.58,176.57,1192.02,316.81,Administrativa,Parcelado
734,ISS,121.0,2024-06,2024-08-30,4021.07,434.03,804.21,5259.31,0.0,Judicial,Em aberto
735,ISS,408.0,2024-06,2024-08-30,1731.96,448.12,346.39,2526.47,99.97,Administrativa,Parcelado
736,ISS,562.0,2022-12,2023-03-01,23215.58,3635.53,4643.12,31494.22,0.0,Administrativa,Em aberto
737,ISS,1021.0,2024-09,2024-11-30,1246.55,166.01,249.31,1661.87,0.0,Judicial,Em aberto
738,ISS,1604.0,2024-02,2024-05-01,3493.82,977.9,698.76,5170.48,0.0,Administrativa,Em aberto
739,ISS,523.0,2022-04,2022-06-30,4398.33,697.53,879.67,5975.53,0.0,Judicial,Em aberto
740,ISS,1324.0,2022-02,2022-05-02,741.89,169.34,148.38,1059.61,260.89,Judicial,Parcelado
741,ISS,1353.0,2024-03,2024-05-30,1277.68,160.74,255.54,1693.96,135.56,Administrativa,Parcelado
742,ISS,308.0,2024-08,2024-10-30,9619.66,982.74,1923.93,12526.34,1733.43,Administrativa,Parcelado
743,ISS,1800.0,2024-05,2024-07-30,1463.52,323.22,292.7,2079.44,559.24,Judicial,Parcelado
744,ISS,1528.0,2022-01,2022-04-01,1857.07,197.08,371.41,2425.56,0.0,Judicial,Em aberto
745,ISS,1669.0,2023-10,2023-12-30,3153.21,491.62,630.64,4275.47,0.0,Judicial,Em aberto
746,ISS,561.0,2022-02,2022-05-02,9699.75,2521.47,1939.95,14161.17,0.0,Administrativa,Em aberto
747,ISS,1359.0,2022-10,2022-12-30,748.8,126.64,149.76,1025.2,0.0,Administrativa,Em aberto
748,ISS,777.0,2023-05,2023-07-30,554.71,46.15,110.94,711.8,100.23,Administrativa,Parcelado
749,ISS,1068.0,2022-10,2022-12-30,1698.79,125.09,339.76,2163.64,287.25,Administrativa,Parcelado
750,ISS,200.0,2024-11,2025-01-30,1736.94,370.84,347.39,2455.17,577.32,Judicial,Parcelado
751,ISS,195.0,2023-12,2024-02-29,644.37,150.58,128.87,923.82,0.0,Administrativa,Em aberto
752,ISS,1590.0,2024-04,2024-06-30,544.16,108.21,108.83,761.2,21.71,Administrativa,Parcelado
753,ISS,153.0,2022-08,2022-10-30,514.71,90.17,102.94,707.82,162.99,Administrativa,Parcelado
754,ISS,1536.0,2022-05,2022-07-30,677.3,146.27,135.46,959.03,0.0,Administrativa,Em aberto
755,ISS,1971.0,2023-12,2024-02-29,2122.72,410.59,424.54,2957.86,0.0,Judicial,Em aberto
756,ISS,406.0,2022-01,2022-04-01,2380.01,687.68,476.0,3543.7,1002.93,Administrativa,Parcelado
757,ISS,1320.0,2022-09,2022-11-30,9541.75,1027.85,1908.35,12477.95,0.0,Administrativa,Em aberto
758,ISS,933.0,2024-12,2025-03-01,39008.15,9960.93,7801.63,56770.71,0.0,Administrativa,Em aberto
759,ISS,1514.0,2023-05,2023-07-30,17673.5,4826.3,3534.7,26034.5,6104.4,Administrativa,Parcelado
760,ISS,916.0,2023-02,2023-05-02,6911.47,602.81,1382.29,8896.57,0.0,Administrativa,Em aberto
761,ISS,1319.0,2022-12,2023-03-01,11613.93,1596.57,2322.79,15533.28,0.0,Administrativa,Em aberto
762,ISS,210.0,2024-06,2024-08-30,932.7,167.71,186.54,1286.95,63.98,Administrativa,Parcelado
763,ISS,927.0,2022-06,2022-08-30,3706.61,629.73,741.32,5077.66,470.56,Judicial,Parcelado
764,ISS,196.0,2022-09,2022-11-30,1443.11,124.42,288.62,1856.16,0.0,Administrativa,Em aberto
765,ISS,1422.0,2024-01,2024-03-31,3516.62,900.97,703.32,5120.92,0.0,Judicial,Em aberto
766,ISS,968.0,2022-07,2022-09-29,1202.91,222.04,240.58,1665.53,0.0,Administrativa,Em aberto
767,ISS,1422.0,2022-02,2022-05-02,7028.38,1051.57,1405.68,9485.63,0.0,Judicial,Em aberto
768,ISS,620.0,2022-02,2022-05-02,531.23,100.9,106.25,738.38,0.0,Administrativa,Em aberto
769,ISS,211.0,2024-02,2024-05-01,1786.03,461.9,357.21,2605.14,0.0,Judicial,Em aberto
770,ISS,1277.0,2022-04,2022-06-30,1565.5,228.95,313.1,2107.55,0.0,Judicial,Em aberto
771,ISS,1642.0,2024-04,2024-06-30,4142.78,661.9,828.56,5633.24,1646.2,Judicial,Parcelado
772,ISS,957.0,2022-10,2022-12-30,1456.3,236.71,291.26,1984.27,0.0,Judicial,Em aberto
773,ISS,137.0,2024-12,2025-03-01,9611.88,596.8,1922.38,12131.05,1308.4,Judicial,Parcelado
774,ISS,1752.0,2023-12,2024-02-29,2377.08,568.04,475.42,3420.54,0.0,Administrativa,Em aberto
775,ISS,1131.0,2024-01,2024-03-31,2877.83,563.12,575.57,4016.51,0.0,Judicial,Em aberto
776,ISS,1785.0,2022-07,2022-09-29,1130.26,91.14,226.05,1447.45,420.85,Judicial,Parcelado
777,ISS,1523.0,2024-06,2024-08-30,578.31,79.09,115.66,773.06,0.0,Administrativa,Em aberto
778,ISS,1974.0,2023-05,2023-07-30,2035.62,416.31,407.12,2859.05,779.5,Administrativa,Parcelado
779,ISS,1720.0,2024-02,2024-05-01,13244.58,1497.74,2648.92,17391.23,0.0,Administrativa,Em aberto
780,ISS,211.0,2024-08,2024-10-30,2142.62,357.47,428.52,2928.61,0.0,Judicial,Em aberto
781,ISS,1255.0,2023-07,2023-09-29,590.52,150.38,118.1,859.0,0.0,Administrativa,Em aberto
782,ISS,1819.0,2022-01,2022-04-01,525.32,97.94,105.06,728.32,0.0,Administrativa,Em aberto
783,ISS,196.0,2024-02,2024-05-01,592.1,42.07,118.42,752.59,190.68,Administrativa,Parcelado
784,ISS,163.0,2023-10,2023-12-30,5533.33,1625.53,1106.67,8265.53,1337.46,Administrativa,Parcelado
785,ISS,1445.0,2024-06,2024-08-30,563.03,98.0,112.61,773.63,0.0,Administrativa,Em aberto
786,ISS,1752.0,2023-01,2023-04-01,2694.7,182.92,538.94,3416.56,344.72,Judicial,Parcelado
787,ISS,1023.0,2024-03,2024-05-30,3530.42,678.95,706.08,4915.45,378.29,Judicial,Parcelado
788,ISS,1571.0,2023-01,2023-04-01,1213.68,102.01,242.74,1558.43,0.0,Judicial,Em aberto
789,ISS,92.0,2022-02,2022-05-02,6766.74,1656.57,1353.35,9776.66,0.0,Administrativa,Em aberto
790,ISS,1128.0,2022-01,2022-04-01,1609.05,443.98,321.81,2374.84,243.49,Administrativa,Parcelado
791,ISS,538.0,2023-10,2023-12-30,1619.29,147.44,323.86,2090.58,23.37,Administrativa,Parcelado
792,ISS,1329.0,2022-06,2022-08-30,1703.37,450.68,340.67,2494.73,0.0,Administrativa,Em aberto
793,ISS,390.0,2024-05,2024-07-30,1370.02,315.67,274.0,1959.7,0.0,Administrativa,Em aberto
794,ISS,878.0,2024-07,2024-09-29,12913.44,1945.67,2582.69,17441.79,532.6,Judicial,Parcelado
795,ISS,837.0,2024-04,2024-06-30,1432.46,275.46,286.49,1994.41,296.26,Administrativa,Parcelado
796,ISS,599.0,2022-12,2023-03-01,27747.25,4584.52,5549.45,37881.22,0.0,Administrativa,Em aberto
797,ISS,1396.0,2022-01,2022-04-01,2426.5,388.94,485.3,3300.74,0.0,Judicial,Em aberto
798,ISS,1927.0,2023-06,2023-08-30,543.3,144.8,108.66,796.76,0.0,Administrativa,Em aberto
799,ISS,1960.0,2024-12,2025-03-01,765.51,176.69,153.1,1095.3,0.0,Administrativa,Em aberto
800,ISS,257.0,2022-02,2022-05-02,3962.41,987.58,792.48,5742.48,0.0,Administrativa,Em aberto
801,ISS,223.0,2024-07,2024-09-29,3760.68,369.57,752.14,4882.38,0.0,Administrativa,Em aberto
802,ISS,1986.0,2024-03,2024-05-30,1389.18,102.72,277.84,1769.74,325.65,Administrativa,Parcelado
803,ISS,1459.0,2023-03,2023-05-30,2758.48,494.07,551.7,3804.24,0.0,Administrativa,Em aberto
804,ISS,692.0,2023-04,2023-06-30,4111.93,729.72,822.39,5664.04,0.0,Administrativa,Em aberto
805,ISS,809.0,2024-10,2024-12-30,24716.49,6779.25,4943.3,36439.04,6347.33,Judicial,Parcelado
806,ISS,1319.0,2023-11,2024-01-30,11363.64,1103.55,2272.73,14739.92,171.74,Administrativa,Parcelado
807,ISS,923.0,2023-08,2023-10-30,1147.16,95.92,229.43,1472.51,41.79,Administrativa,Parcelado
808,ISS,1318.0,2023-08,2023-10-30,800.41,142.17,160.08,1102.66,0.0,Administrativa,Em aberto
809,ISS,918.0,2023-11,2024-01-30,768.29,88.42,153.66,1010.36,0.0,Administrativa,Em aberto
810,ISS,957.0,2022-12,2023-03-01,1427.73,196.25,285.55,1909.52,535.8,Administrativa,Parcelado
811,ISS,1669.0,2023-03,2023-05-30,13369.94,1603.83,2673.99,17647.76,0.0,Judicial,Em aberto
812,ISS,893.0,2023-01,2023-04-01,1477.27,209.96,295.45,1982.69,0.0,Administrativa,Em aberto
813,ISS,734.0,2024-08,2024-10-30,836.34,136.27,167.27,1139.88,0.0,Administrativa,Em aberto
814,ISS,359.0,2023-07,2023-09-29,1903.15,151.27,380.63,2435.05,0.0,Administrativa,Em aberto
815,ISS,1099.0,2024-09,2024-11-30,829.47,74.4,165.89,1069.76,0.0,Administrativa,Em aberto
816,ISS,375.0,2024-12,2025-03-01,1500.73,148.41,300.15,1949.29,0.0,Administrativa,Em aberto
817,ISS,1669.0,2024-10,2024-12-30,10779.25,1686.86,2155.85,14621.96,2675.3,Judicial,Parcelado
818,ISS,574.0,2024-10,2024-12-30,2003.93,262.75,400.79,2667.47,0.0,Administrativa,Em aberto
819,ISS,901.0,2022-12,2023-03-01,9244.3,852.4,1848.86,11945.56,0.0,Administrativa,Em aberto
820,ISS,136.0,2024-03,2024-05-30,1353.27,240.46,270.65,1864.39,0.0,Administrativa,Em aberto
821,ISS,1536.0,2022-06,2022-08-30,2625.61,465.16,525.12,3615.89,0.0,Judicial,Em aberto
822,ISS,1569.0,2022-08,2022-10-30,1040.84,271.62,208.17,1520.63,0.0,Judicial,Em aberto
823,ISS,1819.0,2022-04,2022-06-30,703.26,113.8,140.65,957.71,27.52,Administrativa,Parcelado
824,ISS,1579.0,2023-10,2023-12-30,1427.9,220.77,285.58,1934.25,428.46,Administrativa,Parcelado
825,ISS,27.0,2024-06,2024-08-30,5978.05,736.95,1195.61,7910.61,0.0,Administrativa,Em aberto
826,ISS,1555.0,2022-09,2022-11-30,871.68,243.05,174.34,1289.06,0.0,Administrativa,Em aberto
827,ISS,1411.0,2024-07,2024-09-29,862.42,170.4,172.48,1205.31,0.0,Administrativa,Em aberto
828,ISS,842.0,2024-04,2024-06-30,980.39,127.59,196.08,1304.06,0.0,Administrativa,Em aberto
829,ISS,1040.0,2023-01,2023-04-01,10761.49,2141.86,2152.3,15055.65,1115.71,Administrativa,Parcelado
830,ISS,291.0,2023-05,2023-07-30,550.49,152.87,110.1,813.46,0.0,Administrativa,Em aberto
831,ISS,923.0,2023-11,2024-01-30,965.2,150.16,193.04,1308.4,0.0,Administrativa,Em aberto
832,ISS,1669.0,2023-07,2023-09-29,2795.35,292.38,559.07,3646.8,0.0,Judicial,Em aberto
833,ISS,736.0,2024-09,2024-11-30,605.27,165.08,121.05,891.4,56.76,Administrativa,Parcelado
834,ISS,169.0,2023-06,2023-08-30,1635.62,201.22,327.12,2163.96,0.0,Administrativa,Em aberto
835,ISS,636.0,2022-06,2022-08-30,1449.7,279.6,289.94,2019.24,123.35,Judicial,Parcelado
836,ISS,512.0,2024-03,2024-05-30,10228.83,1363.49,2045.77,13638.08,1984.13,Administrativa,Parcelado
837,ISS,158.0,2022-10,2022-12-30,704.22,151.24,140.84,996.31,0.0,Administrativa,Em aberto
838,ISS,538.0,2024-01,2024-03-31,6530.05,1091.51,1306.01,8927.57,0.0,Judicial,Em aberto
839,ISS,57.0,2022-10,2022-12-30,2894.8,371.81,578.96,3845.57,0.0,Administrativa,Em aberto
840,ISS,851.0,2022-08,2022-10-30,714.46,198.14,142.89,1055.49,47.15,Judicial,Parcelado
841,ISS,1528.0,2022-07,2022-09-29,1330.87,243.26,266.17,1840.31,0.0,Judicial,Em aberto
842,ISS,1322.0,2024-06,2024-08-30,795.85,213.56,159.17,1168.58,0.0,Administrativa,Em aberto
843,ISS,748.0,2022-11,2023-01-30,916.91,212.57,183.38,1312.86,0.0,Judicial,Em aberto
844,ISS,575.0,2024-02,2024-05-01,2382.75,556.36,476.55,3415.66,0.0,Administrativa,Em aberto
845,ISS,245.0,2022-10,2022-12-30,28761.05,5066.42,5752.21,39579.68,10740.96,Administrativa,Parcelado
846,ISS,99.0,2022-06,2022-08-30,1396.91,176.5,279.38,1852.79,0.0,Administrativa,Em aberto
847,ISS,125.0,2022-10,2022-12-30,13215.12,2268.53,2643.02,18126.67,3325.72,Judicial,Parcelado
848,ISS,809.0,2022-05,2022-07-30,30560.2,8098.06,6112.04,44770.3,0.0,Judicial,Em aberto
