id_itbi,id_imovel,bairro,tipo_imovel,mes_competencia,valor_venal_iptu,valor_declarado_escritura,razao_decl_venal,base_calculo,itbi_devido,itbi_recolhido,gap_itbi,subavaliacao_detectada,ano
224,2233,Centro,Residencial,2024-12,721226.61,761159.89,1.055,761159.89,15223.2,15223.2,0.0,0,2024
225,8858,Parque Bitaru,Residencial,2022-11,454369.04,392037.32,0.863,454369.04,9087.38,7840.75,1246.63,0,2022
226,12937,Ilha Porchat,Comercial,2022-01,638980.43,706705.9,1.106,706705.9,14134.12,14134.12,0.0,0,2022
227,13271,Parque Bitaru,Residencial,2024-11,489601.51,351276.86,0.717,489601.51,9792.03,7025.54,2766.49,1,2024
228,1673,Vila Bocaina,Comercial,2024-09,524470.06,339720.43,0.648,524470.06,10489.4,6794.41,3694.99,1,2024
229,3666,Porto Grande,Residencial,2024-12,463614.68,469902.68,1.014,469902.68,9398.05,9398.05,0.0,0,2024
230,4159,Parque Bitaru,Residencial,2023-12,170490.41,157029.13,0.921,170490.41,3409.81,3140.58,269.23,0,2023
231,5785,Vila São Jorge,Comercial,2024-05,984455.29,816891.77,0.83,984455.29,19689.11,16337.84,3351.27,0,2024
232,2076,Japuí,Residencial,2024-01,407696.75,357478.67,0.877,407696.75,8153.94,7149.57,1004.36,0,2024
233,7288,Catiapoa,Comercial,2022-12,1249391.32,1319053.29,1.056,1319053.29,26381.07,26381.07,0.0,0,2022
234,14284,Vila São Jorge,Industrial,2024-10,255100.02,206437.08,0.809,255100.02,5102.0,4128.74,973.26,0,2024
235,1448,Porto Grande,Residencial,2023-06,1364024.6,1153111.04,0.845,1364024.6,27280.49,23062.22,4218.27,0,2023
236,3965,Esplanada dos Barreiros,Residencial,2022-08,358833.29,396372.35,1.105,396372.35,7927.45,7927.45,0.0,0,2022
237,12954,Ilha Porchat,Residencial,2023-01,488762.62,531659.87,1.088,531659.87,10633.2,10633.2,0.0,0,2023
238,8369,Glória,Residencial,2024-04,150533.19,162292.18,1.078,162292.18,3245.84,3245.84,0.0,0,2024
239,8058,Ilha Porchat,Industrial,2022-12,1181016.07,1168794.07,0.99,1181016.07,23620.32,23375.88,244.44,0,2022
240,1826,Vila Margarida,Residencial,2022-08,654378.65,709720.09,1.085,709720.09,14194.4,14194.4,0.0,0,2022
241,4090,Vila Margarida,Residencial,2022-09,445324.02,442217.11,0.993,445324.02,8906.48,8844.34,62.14,0,2022
242,12441,Japuí,Residencial,2024-05,347668.34,208239.92,0.599,347668.34,6953.37,4164.8,2788.57,1,2024
243,12610,Vila Bocaina,Comercial,2023-05,362484.62,413192.13,1.14,413192.13,8263.84,8263.84,0.0,0,2023
244,781,Japuí,Residencial,2023-08,227977.93,260596.63,1.143,260596.63,5211.93,5211.93,0.0,0,2023
245,11499,Vila Margarida,Residencial,2023-03,1012129.12,887650.33,0.877,1012129.12,20242.58,17753.01,2489.58,0,2023
246,13661,Vila São Jorge,Residencial,2024-06,416105.42,373108.54,0.897,416105.42,8322.11,7462.17,859.94,0,2024
247,5250,Cidade Nautica,Comercial,2022-10,844246.94,460417.98,0.545,844246.94,16884.94,9208.36,7676.58,1,2022
248,956,Parque Bitaru,Residencial,2023-04,221883.85,179051.77,0.807,221883.85,4437.68,3581.04,856.64,0,2023
249,9045,Japuí,Comercial,2024-07,214107.27,221065.21,1.032,221065.21,4421.3,4421.3,0.0,0,2024
250,6490,Vila Margarida,Residencial,2022-04,426196.18,451761.7,1.06,451761.7,9035.23,9035.23,0.0,0,2022
251,8184,Centro,Residencial,2023-01,865168.54,728950.74,0.843,865168.54,17303.37,14579.01,2724.36,0,2023
252,7225,Vila São Jorge,Residencial,2024-11,267506.72,298170.4,1.115,298170.4,5963.41,5963.41,0.0,0,2024
253,12971,Vila Nova,Residencial,2022-03,956388.27,819613.25,0.857,956388.27,19127.77,16392.26,2735.5,0,2022
254,5804,Cidade Nautica,Residencial,2023-12,610324.06,624821.98,1.024,624821.98,12496.44,12496.44,0.0,0,2023
255,5720,Parque Bitaru,Residencial,2022-04,872494.23,947639.12,1.086,947639.12,18952.78,18952.78,0.0,0,2022
256,1908,Parque Bitaru,Comercial,2022-01,505716.85,310993.73,0.615,505716.85,10114.34,6219.87,3894.46,1,2022
257,12195,Vila São Jorge,Residencial,2024-09,331760.26,289251.38,0.872,331760.26,6635.21,5785.03,850.18,0,2024
258,6419,Vila Bocaina,Residencial,2022-10,522658.39,428139.12,0.819,522658.39,10453.17,8562.78,1890.39,0,2022
259,11017,Vila São Jorge,Residencial,2023-02,402320.87,402428.8,1.0,402428.8,8048.58,8048.58,0.0,0,2023
260,6134,Vila Bocaina,Residencial,2024-02,417209.94,390880.72,0.937,417209.94,8344.2,7817.61,526.58,0,2024
261,5463,Centro,Residencial,2024-01,798741.7,665430.71,0.833,798741.7,15974.83,13308.61,2666.22,0,2024
262,3887,Parque Bitaru,Residencial,2023-05,660245.15,489642.46,0.742,660245.15,13204.9,9792.85,3412.05,1,2023
263,222,Centro,Residencial,2023-06,392649.69,318842.28,0.812,392649.69,7852.99,6376.85,1476.15,0,2023
264,12727,Centro,Comercial,2022-08,719599.64,771633.75,1.072,771633.75,15432.68,15432.68,0.0,0,2022
265,4668,Vila Nova,Comercial,2022-12,193560.59,206907.91,1.069,206907.91,4138.16,4138.16,0.0,0,2022
266,14103,Catiapoa,Residencial,2023-05,528645.53,238468.87,0.451,528645.53,10572.91,4769.38,5803.53,1,2023
267,9934,Vila São Jorge,Residencial,2024-11,439897.11,219674.71,0.499,439897.11,8797.94,4393.49,4404.45,1,2024
268,4864,Esplanada dos Barreiros,Residencial,2023-06,1128758.98,1174708.46,1.041,1174708.46,23494.17,23494.17,0.0,0,2023
269,2596,Esplanada dos Barreiros,Residencial,2022-03,313533.93,300233.53,0.958,313533.93,6270.68,6004.67,266.01,0,2022
270,8869,Esplanada dos Barreiros,Residencial,2023-06,148197.62,149046.31,1.006,149046.31,2980.93,2980.93,0.0,0,2023
271,3264,Ilha Porchat,Comercial,2023-09,1458477.4,1308473.12,0.897,1458477.4,29169.55,26169.46,3000.09,0,2023
272,8620,Porto Grande,Residencial,2024-01,717350.95,635913.25,0.886,717350.95,14347.02,12718.26,1628.75,0,2024
273,217,Glória,Residencial,2022-06,180896.33,180467.23,0.998,180896.33,3617.93,3609.34,8.58,0,2022
274,7883,Vila Nova,Residencial,2023-02,235973.84,214712.98,0.91,235973.84,4719.48,4294.26,425.22,0,2023
275,2157,Vila São Jorge,Residencial,2022-01,298226.09,239442.6,0.803,298226.09,5964.52,4788.85,1175.67,0,2022
276,13090,Parque Bitaru,Residencial,2022-05,576902.42,512476.72,0.888,576902.42,11538.05,10249.53,1288.51,0,2022
277,6964,Catiapoa,Residencial,2023-01,344516.62,304511.04,0.884,344516.62,6890.33,6090.22,800.11,0,2023
278,9754,Catiapoa,Comercial,2022-07,332451.12,296580.48,0.892,332451.12,6649.02,5931.61,717.41,0,2022
279,12744,Vila Nova,Residencial,2024-12,327930.88,344380.79,1.05,344380.79,6887.62,6887.62,0.0,0,2024
280,10363,Vila Bocaina,Residencial,2024-03,336453.37,277184.86,0.824,336453.37,6729.07,5543.7,1185.37,0,2024
281,4739,Porto Grande,Residencial,2022-03,361639.1,167727.39,0.464,361639.1,7232.78,3354.55,3878.23,1,2022
282,12884,Esplanada dos Barreiros,Comercial,2022-04,617466.66,589091.48,0.954,617466.66,12349.33,11781.83,567.5,0,2022
283,2800,Esplanada dos Barreiros,Residencial,2022-11,180145.28,168206.9,0.934,180145.28,3602.91,3364.14,238.77,0,2022
284,11085,Jardim Rio Branco,Comercial,2023-12,1855874.46,1998095.1,1.077,1998095.1,39961.9,39961.9,0.0,0,2023
285,736,Japuí,Residencial,2023-03,890626.84,973685.76,1.093,973685.76,19473.72,19473.72,0.0,0,2023
286,3128,Centro,Residencial,2022-08,640517.28,616726.08,0.963,640517.28,12810.35,12334.52,475.82,0,2022
287,7854,Esplanada dos Barreiros,Residencial,2023-04,512065.61,447081.7,0.873,512065.61,10241.31,8941.63,1299.68,0,2023
288,7246,Jardim Rio Branco,Residencial,2022-12,506719.19,457333.3,0.903,506719.19,10134.38,9146.67,987.72,0,2022
289,10612,Porto Grande,Comercial,2024-11,1042323.43,1113676.85,1.068,1113676.85,22273.54,22273.54,0.0,0,2024
290,2219,Vila Nova,Comercial,2023-04,395303.24,331212.44,0.838,395303.24,7906.06,6624.25,1281.82,0,2023
291,9237,Ilha Porchat,Residencial,2022-07,1775553.0,1725330.17,0.972,1775553.0,35511.06,34506.6,1004.46,0,2022
292,12687,Vila Margarida,Residencial,2024-09,320550.98,358595.42,1.119,358595.42,7171.91,7171.91,0.0,0,2024
293,3241,Jardim Rio Branco,Residencial,2024-08,245348.94,213426.72,0.87,245348.94,4906.98,4268.53,638.44,0,2024
294,1936,Centro,Comercial,2024-12,839961.7,673533.67,0.802,839961.7,16799.23,13470.67,3328.56,0,2024
295,2066,Cidade Nautica,Residencial,2024-09,130435.59,126550.03,0.97,130435.59,2608.71,2531.0,77.71,0,2024
296,9625,Porto Grande,Residencial,2022-06,304877.58,279806.38,0.918,304877.58,6097.55,5596.13,501.42,0,2022
297,3313,Vila Bocaina,Residencial,2022-03,418162.79,439217.47,1.05,439217.47,8784.35,8784.35,0.0,0,2022
298,2191,Cidade Nautica,Residencial,2022-09,472795.0,516888.42,1.093,516888.42,10337.77,10337.77,0.0,0,2022
299,6386,Jardim Rio Branco,Residencial,2024-05,252913.36,223454.69,0.884,252913.36,5058.27,4469.09,589.17,0,2024
300,7403,Glória,Residencial,2023-10,332964.7,302702.25,0.909,332964.7,6659.29,6054.05,605.25,0,2023
301,2659,Jardim Rio Branco,Comercial,2022-04,368009.49,297762.62,0.809,368009.49,7360.19,5955.25,1404.94,0,2022
302,12353,Alto da Boa Vista,Residencial,2023-03,1009488.18,1023742.43,1.014,1023742.43,20474.85,20474.85,0.0,0,2023
303,5249,Vila São Jorge,Comercial,2024-03,233295.3,232698.37,0.997,233295.3,4665.91,4653.97,11.94,0,2024
304,2021,Jardim Rio Branco,Residencial,2024-02,438064.52,425332.63,0.971,438064.52,8761.29,8506.65,254.64,0,2024
305,9036,Vila Nova,Residencial,2024-01,327281.11,289152.1,0.883,327281.11,6545.62,5783.04,762.58,0,2024
306,8997,Glória,Comercial,2023-11,349518.91,227755.51,0.652,349518.91,6990.38,4555.11,2435.27,1,2023
307,7319,Glória,Residencial,2022-07,329859.62,335001.82,1.016,335001.82,6700.04,6700.04,0.0,0,2022
308,6133,Centro,Residencial,2022-03,247356.26,269441.24,1.089,269441.24,5388.82,5388.82,0.0,0,2022
309,4486,Porto Grande,Comercial,2023-03,1477078.01,1362101.05,0.922,1477078.01,29541.56,27242.02,2299.54,0,2023
310,12853,Vila Margarida,Residencial,2022-09,102473.63,112315.27,1.096,112315.27,2246.31,2246.31,0.0,0,2022
311,289,Japuí,Residencial,2023-03,381181.43,409721.08,1.075,409721.08,8194.42,8194.42,0.0,0,2023
312,6964,Catiapoa,Residencial,2024-08,344516.62,252308.45,0.732,344516.62,6890.33,5046.17,1844.16,1,2024
313,9772,Porto Grande,Residencial,2024-07,187053.36,159992.04,0.855,187053.36,3741.07,3199.84,541.23,0,2024
314,10212,Alto da Boa Vista,Residencial,2022-02,203400.59,175807.1,0.864,203400.59,4068.01,3516.14,551.87,0,2022
315,13159,Vila Margarida,Residencial,2022-07,266235.09,290990.66,1.093,290990.66,5819.81,5819.81,0.0,0,2022
316,14634,Alto da Boa Vista,Residencial,2022-03,486927.49,485741.33,0.998,486927.49,9738.55,9714.83,23.72,0,2022
317,2287,Esplanada dos Barreiros,Residencial,2022-03,155049.4,158706.83,1.024,158706.83,3174.14,3174.14,0.0,0,2022
318,6007,Cidade Nautica,Residencial,2023-06,388314.59,376723.26,0.97,388314.59,7766.29,7534.47,231.83,0,2023
319,13249,Esplanada dos Barreiros,Residencial,2024-06,906686.05,626718.72,0.691,906686.05,18133.72,12534.37,5599.35,1,2024
320,5040,Ilha Porchat,Comercial,2023-07,2432545.2,1566272.92,0.644,2432545.2,48650.9,31325.46,17325.45,1,2023
321,3452,Glória,Comercial,2022-09,327621.72,273716.78,0.835,327621.72,6552.43,5474.34,1078.1,0,2022
322,14970,Japuí,Residencial,2023-04,364919.17,327147.44,0.896,364919.17,7298.38,6542.95,755.43,0,2023
323,13654,Vila Bocaina,Residencial,2024-09,257696.9,289169.72,1.122,289169.72,5783.39,5783.39,0.0,0,2024
324,7919,Japuí,Residencial,2023-09,207752.43,198745.13,0.957,207752.43,4155.05,3974.9,180.15,0,2023
325,11380,Catiapoa,Residencial,2023-08,422347.48,367243.83,0.87,422347.48,8446.95,7344.88,1102.07,0,2023
326,8194,Ilha Porchat,Residencial,2022-12,232316.65,133396.01,0.574,232316.65,4646.33,2667.92,1978.41,1,2022
327,3519,Catiapoa,Comercial,2024-02,644147.66,578883.11,0.899,644147.66,12882.95,11577.66,1305.29,0,2024
328,10959,Glória,Residencial,2023-03,286730.99,293754.14,1.024,293754.14,5875.08,5875.08,0.0,0,2023
329,2514,Esplanada dos Barreiros,Residencial,2022-08,141639.8,90383.43,0.638,141639.8,2832.8,1807.67,1025.13,1,2022
330,1298,Vila Bocaina,Residencial,2022-10,457911.92,384246.56,0.839,457911.92,9158.24,7684.93,1473.31,0,2022
331,4986,Porto Grande,Residencial,2023-12,343045.55,257726.99,0.751,343045.55,6860.91,5154.54,1706.37,1,2023
332,6972,Parque Bitaru,Comercial,2024-05,589183.11,543138.4,0.922,589183.11,11783.66,10862.77,920.89,0,2024
333,6865,Vila Bocaina,Residencial,2024-07,407137.53,426018.96,1.046,426018.96,8520.38,8520.38,0.0,0,2024
334,12653,Ilha Porchat,Comercial,2023-05,561206.08,537654.23,0.958,561206.08,11224.12,10753.08,471.04,0,2023
335,10975,Vila Nova,Residencial,2024-02,318540.57,363356.47,1.141,363356.47,7267.13,7267.13,0.0,0,2024
336,13546,Japuí,Residencial,2024-05,205811.6,137837.5,0.67,205811.6,4116.23,2756.75,1359.48,1,2024
337,14356,Ilha Porchat,Comercial,2023-08,709612.24,808518.63,1.139,808518.63,16170.37,16170.37,0.0,0,2023
338,14310,Porto Grande,Residencial,2024-05,890013.63,642625.94,0.722,890013.63,17800.27,12852.52,4947.75,1,2024
339,1841,Jardim Rio Branco,Comercial,2024-06,836132.42,840755.27,1.006,840755.27,16815.11,16815.11,0.0,0,2024
340,6138,Vila Bocaina,Residencial,2023-04,247950.3,253188.72,1.021,253188.72,5063.77,5063.77,0.0,0,2023
341,10698,Cidade Nautica,Comercial,2024-03,1271065.44,1326965.35,1.044,1326965.35,26539.31,26539.31,0.0,0,2024
342,4643,Vila São Jorge,Residencial,2024-08,458551.54,310665.43,0.677,458551.54,9171.03,6213.31,2957.72,1,2024
343,13472,Parque Bitaru,Comercial,2024-04,1006493.2,834073.8,0.829,1006493.2,20129.86,16681.48,3448.39,0,2024
344,9353,Ilha Porchat,Residencial,2022-07,1451051.43,1474501.39,1.016,1474501.39,29490.03,29490.03,0.0,0,2022
345,12644,Ilha Porchat,Comercial,2023-03,1445151.66,1305658.13,0.903,1445151.66,28903.03,26113.16,2789.87,0,2023
346,2852,Glória,Residencial,2022-11,114103.64,65372.02,0.573,114103.64,2282.07,1307.44,974.63,1,2022
347,6200,Parque Bitaru,Residencial,2023-05,339508.06,280884.95,0.827,339508.06,6790.16,5617.7,1172.46,0,2023
348,112,Vila Margarida,Residencial,2022-01,715835.74,763493.04,1.067,763493.04,15269.86,15269.86,0.0,0,2022
349,2452,Jardim Rio Branco,Comercial,2023-02,152266.38,84039.16,0.552,152266.38,3045.33,1680.78,1364.54,1,2023
350,3296,Vila Margarida,Comercial,2023-07,1451129.82,1360361.51,0.937,1451129.82,29022.6,27207.23,1815.37,0,2023
351,5507,Jardim Rio Branco,Comercial,2023-01,323570.11,333209.52,1.03,333209.52,6664.19,6664.19,0.0,0,2023
352,4910,Vila Bocaina,Industrial,2023-02,316645.15,362128.5,1.144,362128.5,7242.57,7242.57,0.0,0,2023
353,13311,Cidade Nautica,Comercial,2023-09,950580.01,441810.16,0.465,950580.01,19011.6,8836.2,10175.4,1,2023
354,3191,Parque Bitaru,Residencial,2023-08,657192.76,307411.97,0.468,657192.76,13143.86,6148.24,6995.62,1,2023
355,12702,Glória,Comercial,2024-05,534955.74,488737.91,0.914,534955.74,10699.11,9774.76,924.36,0,2024
356,13327,Ilha Porchat,Industrial,2022-12,507862.92,540884.79,1.065,540884.79,10817.7,10817.7,0.0,0,2022
357,1071,Cidade Nautica,Residencial,2022-06,981274.37,739482.12,0.754,981274.37,19625.49,14789.64,4835.85,1,2022
358,13629,Cidade Nautica,Residencial,2022-02,589046.34,492846.37,0.837,589046.34,11780.93,9856.93,1924.0,0,2022
359,9251,Jardim Rio Branco,Residencial,2022-03,326646.16,300117.08,0.919,326646.16,6532.92,6002.34,530.58,0,2022
360,6320,Glória,Residencial,2022-06,766428.42,703116.55,0.917,766428.42,15328.57,14062.33,1266.24,0,2022
361,7682,Alto da Boa Vista,Comercial,2023-06,820189.51,438591.69,0.535,820189.51,16403.79,8771.83,7631.96,1,2023
362,4979,Parque Bitaru,Comercial,2024-04,1200754.21,831465.12,0.692,1200754.21,24015.08,16629.3,7385.78,1,2024
363,10527,Vila Bocaina,Residencial,2024-09,207168.64,129567.56,0.625,207168.64,4143.37,2591.35,1552.02,1,2024
364,5442,Alto da Boa Vista,Residencial,2023-05,222726.96,180666.52,0.811,222726.96,4454.54,3613.33,841.21,0,2023
365,4403,Esplanada dos Barreiros,Residencial,2022-05,487572.63,397819.83,0.816,487572.63,9751.45,7956.4,1795.06,0,2022
366,10787,Glória,Residencial,2022-04,283638.56,273325.32,0.964,283638.56,5672.77,5466.51,206.26,0,2022
367,6661,Esplanada dos Barreiros,Residencial,2022-10,528803.02,472998.86,0.894,528803.02,10576.06,9459.98,1116.08,0,2022
368,14940,Centro,Residencial,2022-03,311422.18,254357.29,0.817,311422.18,6228.44,5087.15,1141.3,0,2022
369,1367,Glória,Comercial,2023-10,478864.95,249663.09,0.521,478864.95,9577.3,4993.26,4584.04,1,2023
370,4983,Vila Bocaina,Comercial,2023-06,529371.6,441692.24,0.834,529371.6,10587.43,8833.84,1753.59,0,2023
371,5248,Centro,Residencial,2024-04,576769.22,637657.6,1.106,637657.6,12753.15,12753.15,0.0,0,2024
372,12558,Vila São Jorge,Comercial,2024-10,1429403.13,1263801.19,0.884,1429403.13,28588.06,25276.02,3312.04,0,2024
373,12153,Centro,Residencial,2024-11,309951.31,197050.97,0.636,309951.31,6199.03,3941.02,2258.01,1,2024
374,5048,Ilha Porchat,Residencial,2024-05,185810.86,86839.11,0.467,185810.86,3716.22,1736.78,1979.43,1,2024
375,10144,Parque Bitaru,Residencial,2024-06,373705.73,401017.36,1.073,401017.36,8020.35,8020.35,0.0,0,2024
376,8920,Centro,Residencial,2023-03,225681.3,185390.35,0.821,225681.3,4513.63,3707.81,805.82,0,2023
377,14180,Vila Nova,Residencial,2022-01,1246576.44,1084885.02,0.87,1246576.44,24931.53,21697.7,3233.83,0,2022
378,3822,Vila Margarida,Comercial,2022-05,804818.79,831575.68,1.033,831575.68,16631.51,16631.51,0.0,0,2022
379,1172,Vila Margarida,Residencial,2024-09,432587.8,493724.11,1.141,493724.11,9874.48,9874.48,0.0,0,2024
380,7622,Cidade Nautica,Residencial,2022-12,270384.43,235802.18,0.872,270384.43,5407.69,4716.04,691.65,0,2022
381,1889,Centro,Residencial,2023-09,1069649.75,500450.17,0.468,1069649.75,21392.99,10009.0,11383.99,1,2023
382,3812,Alto da Boa Vista,Residencial,2023-06,268433.65,251133.89,0.936,268433.65,5368.67,5022.68,346.0,0,2023
383,9704,Alto da Boa Vista,Industrial,2022-02,467724.61,454648.01,0.972,467724.61,9354.49,9092.96,261.53,0,2022
384,11874,Vila Bocaina,Residencial,2023-08,314617.45,327876.07,1.042,327876.07,6557.52,6557.52,0.0,0,2023
385,6530,Jardim Rio Branco,Comercial,2023-02,733010.84,803257.92,1.096,803257.92,16065.16,16065.16,0.0,0,2023
386,3721,Vila São Jorge,Residencial,2022-07,669565.98,637132.08,0.952,669565.98,13391.32,12742.64,648.68,0,2022
387,247,Porto Grande,Comercial,2022-02,683715.4,714149.81,1.045,714149.81,14283.0,14283.0,0.0,0,2022
388,5423,Parque Bitaru,Residencial,2024-05,196567.54,171254.12,0.871,196567.54,3931.35,3425.08,506.27,0,2024
389,7767,Centro,Residencial,2024-06,422655.54,475645.51,1.125,475645.51,9512.91,9512.91,0.0,0,2024
390,10150,Jardim Rio Branco,Residencial,2022-09,99588.85,57533.93,0.578,99588.85,1991.78,1150.68,841.1,1,2022
391,6208,Vila Bocaina,Residencial,2022-01,127512.43,108404.83,0.85,127512.43,2550.25,2168.1,382.15,0,2022
392,14163,Centro,Residencial,2024-04,417486.5,389549.2,0.933,417486.5,8349.73,7790.98,558.75,0,2024
393,12515,Centro,Residencial,2024-07,203098.45,103324.73,0.509,203098.45,4061.97,2066.49,1995.47,1,2024
394,8860,Esplanada dos Barreiros,Residencial,2023-04,531475.49,487996.56,0.918,531475.49,10629.51,9759.93,869.58,0,2023
395,9986,Vila São Jorge,Residencial,2023-02,438470.69,469520.76,1.071,469520.76,9390.42,9390.42,0.0,0,2023
396,14387,Catiapoa,Residencial,2022-09,347293.94,290614.84,0.837,347293.94,6945.88,5812.3,1133.58,0,2022
397,8512,Vila São Jorge,Comercial,2022-09,1003760.27,829645.35,0.827,1003760.27,20075.21,16592.91,3482.3,0,2022
398,5145,Esplanada dos Barreiros,Comercial,2024-04,1088752.16,927798.76,0.852,1088752.16,21775.04,18555.98,3219.07,0,2024
399,12577,Jardim Rio Branco,Industrial,2024-05,634487.14,602829.37,0.95,634487.14,12689.74,12056.59,633.16,0,2024
400,8508,Catiapoa,Residencial,2024-02,913218.3,776576.21,0.85,913218.3,18264.37,15531.52,2732.84,0,2024
401,9094,Vila Nova,Residencial,2022-02,212862.77,227261.88,1.068,227261.88,4545.24,4545.24,0.0,0,2022
402,8123,Vila Bocaina,Residencial,2022-08,290246.82,197117.59,0.679,290246.82,5804.94,3942.35,1862.58,1,2022
403,10466,Vila Nova,Residencial,2024-09,222974.13,249867.29,1.121,249867.29,4997.35,4997.35,0.0,0,2024
404,2458,Porto Grande,Residencial,2023-09,355132.64,401474.23,1.13,401474.23,8029.48,8029.48,0.0,0,2023
405,11921,Vila Margarida,Comercial,2022-04,150603.43,140635.09,0.934,150603.43,3012.07,2812.7,199.37,0,2022
406,1199,Vila Margarida,Residencial,2022-04,363771.13,232275.56,0.639,363771.13,7275.42,4645.51,2629.91,1,2022
407,3820,Catiapoa,Residencial,2022-08,157091.9,164341.68,1.046,164341.68,3286.83,3286.83,0.0,0,2022
408,11966,Vila Nova,Residencial,2023-01,452450.88,466105.86,1.03,466105.86,9322.12,9322.12,0.0,0,2023
409,1189,Vila São Jorge,Comercial,2024-09,2150665.02,1752729.26,0.815,2150665.02,43013.3,35054.59,7958.72,0,2024
410,2596,Esplanada dos Barreiros,Residencial,2023-10,313533.93,308151.12,0.983,313533.93,6270.68,6163.02,107.66,0,2023
411,3795,Vila Nova,Residencial,2022-11,272070.91,267880.18,0.985,272070.91,5441.42,5357.6,83.81,0,2022
412,334,Centro,Residencial,2024-02,835800.55,478426.55,0.572,835800.55,16716.01,9568.53,7147.48,1,2024
413,13854,Centro,Residencial,2023-06,761074.29,699232.86,0.919,761074.29,15221.49,13984.66,1236.83,0,2023
414,677,Cidade Nautica,Residencial,2024-10,264462.47,255715.44,0.967,264462.47,5289.25,5114.31,174.94,0,2024
415,3519,Catiapoa,Comercial,2023-07,644147.66,564242.97,0.876,644147.66,12882.95,11284.86,1598.09,0,2023
416,782,Vila Bocaina,Comercial,2023-02,1492815.99,1610485.47,1.079,1610485.47,32209.71,32209.71,0.0,0,2023
417,5632,Alto da Boa Vista,Residencial,2022-04,357081.7,209317.73,0.586,357081.7,7141.63,4186.35,2955.28,1,2022
418,10353,Centro,Residencial,2024-03,658276.15,750615.81,1.14,750615.81,15012.32,15012.32,0.0,0,2024
419,210,Esplanada dos Barreiros,Residencial,2024-01,356102.53,313082.82,0.879,356102.53,7122.05,6261.66,860.39,0,2024
420,11659,Vila Bocaina,Residencial,2024-12,192450.48,123445.96,0.641,192450.48,3849.01,2468.92,1380.09,1,2024
421,1100,Esplanada dos Barreiros,Residencial,2024-06,562155.57,329820.74,0.587,562155.57,11243.11,6596.41,4646.7,1,2024
422,3312,Jardim Rio Branco,Residencial,2024-06,545765.97,529882.97,0.971,545765.97,10915.32,10597.66,317.66,0,2024
423,6757,Ilha Porchat,Residencial,2024-02,574298.47,596269.99,1.038,596269.99,11925.4,11925.4,0.0,0,2024
424,1332,Jardim Rio Branco,Industrial,2023-10,246045.09,242752.33,0.987,246045.09,4920.9,4855.05,65.86,0,2023
425,3694,Vila Nova,Comercial,2023-01,348157.79,333883.57,0.959,348157.79,6963.16,6677.67,285.48,0,2023
426,3766,Alto da Boa Vista,Residencial,2023-10,292925.7,311432.13,1.063,311432.13,6228.64,6228.64,0.0,0,2023
427,9218,Vila Nova,Industrial,2022-12,253615.72,281480.48,1.11,281480.48,5629.61,5629.61,0.0,0,2022
428,11390,Alto da Boa Vista,Residencial,2022-08,396125.94,332404.65,0.839,396125.94,7922.52,6648.09,1274.43,0,2022
429,2036,Cidade Nautica,Residencial,2024-12,493508.49,521555.02,1.057,521555.02,10431.1,10431.1,0.0,0,2024
430,6489,Centro,Comercial,2023-02,1352785.44,1105301.51,0.817,1352785.44,27055.71,22106.03,4949.68,0,2023
431,7419,Vila Bocaina,Residencial,2023-08,218694.31,111217.99,0.509,218694.31,4373.89,2224.36,2149.53,1,2023
432,637,Alto da Boa Vista,Residencial,2022-06,540458.7,312120.25,0.578,540458.7,10809.17,6242.4,4566.77,1,2022
433,6028,Centro,Comercial,2023-12,1023367.34,838661.77,0.82,1023367.34,20467.35,16773.24,3694.11,0,2023
434,2119,Catiapoa,Residencial,2023-08,1211257.05,1026031.27,0.847,1211257.05,24225.14,20520.63,3704.52,0,2023
435,3038,Parque Bitaru,Residencial,2022-06,159958.71,171654.55,1.073,171654.55,3433.09,3433.09,0.0,0,2022
436,4268,Jardim Rio Branco,Residencial,2023-04,888138.19,807476.14,0.909,888138.19,17762.76,16149.52,1613.24,0,2023
437,14353,Vila São Jorge,Residencial,2022-02,259137.63,237591.58,0.917,259137.63,5182.75,4751.83,430.92,0,2022
438,8256,Glória,Residencial,2024-12,213489.17,162165.78,0.76,213489.17,4269.78,3243.32,1026.47,1,2024
439,4435,Catiapoa,Residencial,2022-04,410665.15,452150.15,1.101,452150.15,9043.0,9043.0,0.0,0,2022
440,12335,Vila Bocaina,Residencial,2023-01,244071.58,248783.5,1.019,248783.5,4975.67,4975.67,0.0,0,2023
441,1882,Japuí,Residencial,2023-03,301207.8,197545.31,0.656,301207.8,6024.16,3950.91,2073.25,1,2023
442,3349,Vila Bocaina,Residencial,2023-02,689578.13,565159.19,0.82,689578.13,13791.56,11303.18,2488.38,0,2023
443,8652,Catiapoa,Residencial,2023-07,118759.31,116864.03,0.984,118759.31,2375.19,2337.28,37.91,0,2023
444,171,Jardim Rio Branco,Residencial,2022-01,472586.97,398618.48,0.843,472586.97,9451.74,7972.37,1479.37,0,2022
445,11935,Ilha Porchat,Comercial,2022-01,446028.86,237984.78,0.534,446028.86,8920.58,4759.7,4160.88,1,2022
446,1575,Vila Nova,Comercial,2022-05,944785.48,980851.45,1.038,980851.45,19617.03,19617.03,0.0,0,2022
447,13617,Alto da Boa Vista,Residencial,2023-08,283487.21,227558.7,0.803,283487.21,5669.74,4551.17,1118.57,0,2023
