id_imovel,inscricao_imobiliaria,tipo,bairro,area_m2,valor_venal,iptu_lancado,iptu_pago,isencao,inadimplente,ultima_atualizacao_cadastral
1865,SV001865,Residencial,Vila Nova,138.3,429223.34,3433.79,3433.79,0,0,2023-12-08
1866,SV001866,Comercial,Vila Margarida,194.8,976460.75,11717.53,0.0,0,1,2019-07-15
1867,SV001867,Comercial,Catiapoa,210.9,1088861.63,13066.34,13066.34,0,0,2022-12-12
1868,SV001868,Residencial,Alto da Boa Vista,110.9,458127.4,3665.02,3665.02,0,0,2025-12-26
1869,SV001869,Residencial,Parque Bitaru,103.8,255464.06,2043.71,2043.71,0,0,2020-05-25
1870,SV001870,Terreno,Japuí,108.4,94124.21,1882.48,1882.48,0,0,2025-05-31
1871,SV001871,Terreno,Vila Bocaina,28.0,27271.15,545.42,545.42,0,0,2026-02-17
1872,SV001872,Residencial,Porto Grande,131.9,445803.71,3566.43,0.0,0,1,2020-01-13
1873,SV001873,Industrial,Centro,186.9,872125.91,10465.51,10465.51,0,0,2021-09-22
1874,SV001874,Residencial,Ilha Porchat,180.5,714544.57,5716.36,5716.36,0,0,2023-08-02
1875,SV001875,Comercial,Esplanada dos Barreiros,101.2,436434.63,5237.22,5237.22,0,0,2019-04-02
1876,SV001876,Industrial,Alto da Boa Vista,329.8,1308914.8,15706.98,15706.98,0,0,2023-08-04
1877,SV001877,Residencial,Vila Nova,80.4,235078.54,1880.63,0.0,0,1,2021-06-22
1878,SV001878,Comercial,Glória,162.7,855147.15,10261.77,10261.77,0,0,2023-01-22
1879,SV001879,Residencial,Ilha Porchat,76.9,342451.45,2739.61,2739.61,0,0,2020-05-26
1880,SV001880,Comercial,Jardim Rio Branco,375.3,1761395.95,21136.75,21136.75,0,0,2023-02-25
1881,SV001881,Residencial,Vila Bocaina,168.5,521315.04,4170.52,0.0,0,1,2023-03-02
1882,SV001882,Residencial,Japuí,97.0,301207.8,2409.66,2409.66,0,0,2020-04-15
1883,SV001883,Residencial,Centro,100.4,424798.65,3398.39,3398.39,0,0,2025-02-22
1884,SV001884,Residencial,Porto Grande,149.9,503962.94,4031.7,4031.7,0,0,2021-05-07
1885,SV001885,Residencial,Jardim Rio Branco,80.2,207855.77,1662.85,1662.85,0,0,2018-06-19
1886,SV001886,Comercial,Vila Nova,146.7,561233.68,6734.8,6734.8,0,0,2021-01-24
1887,SV001887,Residencial,Japuí,117.4,376366.02,3010.93,3010.93,0,0,2021-03-09
1888,SV001888,Comercial,Catiapoa,35.3,180447.51,2165.37,2165.37,0,0,2022-10-21
1889,SV001889,Residencial,Centro,239.3,1069649.75,8557.2,0.0,0,1,2020-10-18
1890,SV001890,Terreno,Glória,218.8,221616.37,4432.33,0.0,0,1,2022-01-11
1891,SV001891,Residencial,Esplanada dos Barreiros,76.8,194499.63,1556.0,1556.0,0,0,2021-03-20
1892,SV001892,Residencial,Jardim Rio Branco,252.2,750752.23,6006.02,6006.02,0,0,2020-07-20
1893,SV001893,Residencial,Japuí,193.4,462581.12,3700.65,3700.65,0,0,2019-04-25
1894,SV001894,Residencial,Porto Grande,70.8,229378.45,1835.03,1835.03,0,0,2018-12-03
1895,SV001895,Residencial,Catiapoa,221.3,627343.94,5018.75,5018.75,0,0,2020-08-14
1896,SV001896,Terreno,Alto da Boa Vista,36.8,39432.66,788.65,0.0,0,1,2021-11-06
1897,SV001897,Comercial,Porto Grande,120.7,748177.76,8978.13,8978.13,0,0,2019-09-12
1898,SV001898,Residencial,Jardim Rio Branco,74.5,194328.76,1554.63,0.0,0,1,2022-08-21
1899,SV001899,Terreno,Japuí,325.5,288160.95,5763.22,5763.22,0,0,2023-04-15
1900,SV001900,Residencial,Catiapoa,113.9,354262.86,2834.1,2834.1,0,0,2025-04-23
1901,SV001901,Terreno,Porto Grande,151.9,186436.86,3728.74,0.0,0,1,2023-06-19
1902,SV001902,Terreno,Porto Grande,49.2,59338.87,1186.78,1186.78,0,0,2018-09-05
1903,SV001903,Industrial,Cidade Nautica,205.3,785750.26,9429.0,9429.0,0,0,2019-03-05
1904,SV001904,Residencial,Japuí,135.6,361364.22,2890.91,2890.91,0,0,2023-02-06
1905,SV001905,Residencial,Vila Nova,145.7,370822.73,2966.58,2966.58,0,0,2024-02-22
1906,SV001906,Residencial,Alto da Boa Vista,73.8,252932.23,2023.46,0.0,0,1,2024-09-20
1907,SV001907,Residencial,Catiapoa,100.1,275521.55,2204.17,2204.17,0,0,2024-09-06
1908,SV001908,Comercial,Parque Bitaru,124.0,505716.85,6068.6,6068.6,0,0,2023-12-29
1909,SV001909,Residencial,Cidade Nautica,184.8,692924.53,5543.4,5543.4,0,0,2019-02-09
1910,SV001910,Residencial,Esplanada dos Barreiros,89.5,269487.13,2155.9,2155.9,0,0,2023-11-02
1911,SV001911,Residencial,Catiapoa,213.7,591562.25,4732.5,4732.5,0,0,2019-10-21
1912,SV001912,Residencial,Vila Margarida,222.5,654143.34,5233.15,5233.15,0,0,2023-01-07
1913,SV001913,Residencial,Porto Grande,392.1,1343044.31,10744.35,10744.35,0,0,2025-05-30
1914,SV001914,Residencial,Cidade Nautica,112.6,411775.28,3294.2,3294.2,0,0,2019-02-12
1915,SV001915,Comercial,Alto da Boa Vista,163.6,998997.54,11987.97,11987.97,0,0,2022-07-15
1916,SV001916,Residencial,Alto da Boa Vista,583.5,1937416.06,15499.33,15499.33,0,0,2024-03-10
1917,SV001917,Residencial,Cidade Nautica,77.6,288743.72,2309.95,2309.95,0,0,2025-05-24
1918,SV001918,Residencial,Vila São Jorge,55.3,162697.29,1301.58,0.0,0,1,2023-11-07
1919,SV001919,Residencial,Vila São Jorge,54.5,162578.1,1300.62,1300.62,0,0,2022-12-17
1920,SV001920,Industrial,Porto Grande,45.3,181131.18,2173.57,2173.57,0,0,2023-03-09
1921,SV001921,Terreno,Parque Bitaru,274.8,252759.83,5055.2,5055.2,0,0,2018-08-13
1922,SV001922,Comercial,Esplanada dos Barreiros,82.3,390548.44,4686.58,0.0,0,1,2019-07-24
1923,SV001923,Residencial,Cidade Nautica,154.6,542900.4,4343.2,4343.2,0,0,2020-04-09
1924,SV001924,Comercial,Cidade Nautica,124.4,616560.43,7398.73,7398.73,0,0,2024-07-31
1925,SV001925,Residencial,Parque Bitaru,205.1,614967.35,4919.74,4919.74,0,0,2025-06-27
1926,SV001926,Comercial,Japuí,74.2,284099.75,3409.2,3409.2,0,0,2022-04-07
1927,SV001927,Comercial,Japuí,138.8,691247.37,8294.97,8294.97,0,0,2023-02-18
1928,SV001928,Residencial,Esplanada dos Barreiros,135.7,326245.99,2609.97,2609.97,0,0,2023-02-02
1929,SV001929,Comercial,Ilha Porchat,175.9,1235846.02,14830.15,14830.15,0,0,2026-02-08
1930,SV001930,Comercial,Vila Margarida,319.0,1586585.17,19039.02,19039.02,0,0,2022-10-15
1931,SV001931,Comercial,Vila Margarida,61.4,242838.27,2914.06,2914.06,0,0,2020-07-11
1932,SV001932,Residencial,Vila São Jorge,149.2,398457.17,3187.66,3187.66,0,0,2023-11-14
1933,SV001933,Residencial,Porto Grande,90.6,349608.61,2796.87,0.0,0,1,2019-11-27
1934,SV001934,Residencial,Alto da Boa Vista,39.5,137253.0,1098.02,0.0,0,1,2026-02-23
1935,SV001935,Residencial,Centro,183.8,691823.98,5534.59,5534.59,0,0,2020-08-17
1936,SV001936,Comercial,Centro,154.4,839961.7,10079.54,10079.54,0,0,2023-08-02
1937,SV001937,Residencial,Glória,99.5,315866.94,2526.94,2526.94,0,0,2019-07-14
1938,SV001938,Terreno,Centro,150.9,169637.29,3392.75,3392.75,0,0,2023-03-31
1939,SV001939,Industrial,Alto da Boa Vista,71.3,325027.68,3900.33,3900.33,0,0,2022-06-05
1940,SV001940,Comercial,Vila Nova,243.0,1166478.18,13997.74,13997.74,0,0,2022-10-14
1941,SV001941,Industrial,Vila Bocaina,175.8,513909.52,6166.91,6166.91,0,0,2024-07-24
1942,SV001942,Residencial,Alto da Boa Vista,103.2,361650.62,2893.2,2893.2,0,0,2022-04-26
1943,SV001943,Comercial,Vila São Jorge,112.7,496140.5,5953.69,5953.69,0,0,2025-05-26
1944,SV001944,Residencial,Ilha Porchat,106.9,543533.66,4348.27,4348.27,0,0,2018-04-23
1945,SV001945,Residencial,Vila São Jorge,114.4,285328.83,2282.63,2282.63,0,0,2022-06-13
1946,SV001946,Residencial,Glória,81.9,218375.0,1747.0,0.0,0,1,2022-10-02
1947,SV001947,Terreno,Porto Grande,65.3,70092.67,1401.85,1401.85,0,0,2021-08-25
1948,SV001948,Residencial,Vila Nova,59.2,153987.33,1231.9,1231.9,0,0,2024-11-04
1949,SV001949,Industrial,Centro,129.3,665364.11,7984.37,7984.37,0,0,2025-12-26
1950,SV001950,Terreno,Centro,50.6,68344.8,1366.9,1366.9,0,0,2018-09-23
1951,SV001951,Residencial,Centro,133.7,465420.74,3723.37,3723.37,0,0,2025-01-22
1952,SV001952,Residencial,Ilha Porchat,221.0,1111131.45,8889.05,8889.05,0,0,2024-12-19
1953,SV001953,Terreno,Cidade Nautica,94.5,113430.98,2268.62,0.0,0,1,2025-01-17
1954,SV001954,Residencial,Jardim Rio Branco,197.5,597721.42,4781.77,4781.77,0,0,2021-02-14
1955,SV001955,Terreno,Esplanada dos Barreiros,85.0,68560.85,1371.22,0.0,0,1,2021-03-27
1956,SV001956,Residencial,Jardim Rio Branco,216.1,521625.77,4173.01,4173.01,0,0,2019-04-28
1957,SV001957,Terreno,Vila São Jorge,75.6,72512.31,1450.25,0.0,0,1,2020-06-23
1958,SV001958,Comercial,Ilha Porchat,334.6,2640360.56,31684.33,31684.33,0,0,2020-01-14
1959,SV001959,Residencial,Alto da Boa Vista,102.4,346540.15,2772.32,2772.32,0,0,2020-05-03
1960,SV001960,Terreno,Esplanada dos Barreiros,139.3,118306.66,2366.13,2366.13,0,0,2018-10-25
1961,SV001961,Terreno,Vila Nova,33.9,29943.97,598.88,0.0,0,1,2022-11-30
1962,SV001962,Residencial,Japuí,151.7,403120.87,3224.97,3224.97,0,0,2022-06-03
1963,SV001963,Residencial,Glória,109.0,328682.5,2629.46,2629.46,0,0,2018-06-28
1964,SV001964,Terreno,Vila Nova,75.0,72076.09,1441.52,1441.52,0,0,2019-03-25
1965,SV001965,Residencial,Catiapoa,362.0,1065609.11,8524.87,8524.87,0,0,2025-12-12
1966,SV001966,Terreno,Porto Grande,178.0,220126.95,4402.54,4402.54,0,0,2024-11-03
1967,SV001967,Industrial,Glória,159.9,495932.18,5951.19,5951.19,0,0,2024-02-05
1968,SV001968,Terreno,Vila Bocaina,345.0,338890.6,6777.81,6777.81,0,0,2019-09-27
1969,SV001969,Comercial,Parque Bitaru,66.6,264978.35,3179.74,3179.74,0,0,2021-09-20
1970,SV001970,Residencial,Vila Margarida,135.0,373525.25,2988.2,2988.2,0,0,2020-05-15
1971,SV001971,Comercial,Japuí,58.8,240141.76,2881.7,2881.7,0,0,2020-12-17
1972,SV001972,Residencial,Vila Margarida,462.7,1464113.08,11712.9,11712.9,0,0,2020-12-20
1973,SV001973,Comercial,Vila Bocaina,103.7,435999.76,5232.0,5232.0,0,0,2020-08-06
1974,SV001974,Residencial,Porto Grande,180.7,611504.77,4892.04,0.0,0,1,2018-05-28
1975,SV001975,Comercial,Vila Bocaina,83.6,347902.98,4174.84,4174.84,0,0,2025-11-14
1976,SV001976,Residencial,Centro,156.0,525420.91,4203.37,0.0,0,1,2022-10-16
1977,SV001977,Comercial,Vila São Jorge,100.2,513446.68,6161.36,6161.36,0,0,2024-01-04
1978,SV001978,Comercial,Esplanada dos Barreiros,63.7,296019.15,3552.23,3552.23,0,0,2021-07-03
1979,SV001979,Residencial,Vila Margarida,137.0,362285.25,2898.28,2898.28,0,0,2025-05-04
1980,SV001980,Residencial,Ilha Porchat,84.6,360258.31,2882.07,2882.07,0,0,2018-08-31
1981,SV001981,Residencial,Glória,124.5,436173.38,3489.39,3489.39,0,0,2025-12-06
1982,SV001982,Residencial,Japuí,128.4,325676.58,2605.41,2605.41,0,0,2020-04-28
1983,SV001983,Residencial,Vila Nova,54.0,136891.17,1095.13,1095.13,0,0,2020-03-03
1984,SV001984,Industrial,Vila Margarida,133.3,408133.01,4897.6,0.0,0,1,2025-02-03
1985,SV001985,Comercial,Japuí,107.9,480850.06,5770.2,5770.2,0,0,2019-12-27
1986,SV001986,Comercial,Jardim Rio Branco,153.0,625144.82,7501.74,7501.74,0,0,2025-03-03
1987,SV001987,Residencial,Ilha Porchat,63.9,262308.05,2098.46,0.0,0,1,2019-02-20
1988,SV001988,Comercial,Glória,335.9,1745956.34,20951.48,20951.48,0,0,2023-09-25
1989,SV001989,Comercial,Porto Grande,108.3,603264.82,7239.18,0.0,0,1,2020-02-23
1990,SV001990,Residencial,Vila Bocaina,68.4,168989.91,1351.92,1351.92,0,0,2020-01-31
1991,SV001991,Residencial,Vila Margarida,250.3,688193.22,5505.55,5505.55,0,0,2024-03-02
1992,SV001992,Residencial,Jardim Rio Branco,302.7,798775.89,6390.21,6390.21,0,0,2021-09-09
1993,SV001993,Residencial,Vila Margarida,158.0,463675.5,3709.4,0.0,0,1,2024-06-26
1994,SV001994,Residencial,Centro,117.5,397061.57,3176.49,3176.49,0,0,2022-09-28
1995,SV001995,Comercial,Glória,390.7,1870456.76,22445.48,22445.48,0,0,2019-04-12
1996,SV001996,Residencial,Ilha Porchat,223.3,1127183.01,9017.46,9017.46,0,0,2021-08-15
1997,SV001997,Residencial,Alto da Boa Vista,211.3,713007.72,5704.06,5704.06,0,0,2024-05-01
1998,SV001998,Comercial,Esplanada dos Barreiros,91.3,418619.54,5023.43,5023.43,0,0,2022-09-11
1999,SV001999,Residencial,Ilha Porchat,153.4,631496.59,5051.97,5051.97,0,0,2019-05-06
2000,SV002000,Terreno,Vila Nova,76.2,75019.4,1500.39,0.0,0,1,2023-01-24
2001,SV002001,Comercial,Esplanada dos Barreiros,49.0,209203.35,2510.44,2510.44,0,0,2022-07-04
2002,SV002002,Residencial,Vila São Jorge,91.8,227922.53,1823.38,0.0,0,1,2023-06-15
2003,SV002003,Residencial,Japuí,376.8,999771.55,7998.17,7998.17,0,0,2025-04-05
2004,SV002004,Residencial,Jardim Rio Branco,150.6,366104.5,2928.84,2928.84,0,0,2021-11-26
2005,SV002005,Residencial,Alto da Boa Vista,25.4,93735.79,749.89,749.89,0,0,2020-01-12
2006,SV002006,Residencial,Porto Grande,70.8,252164.52,2017.32,2017.32,0,0,2022-06-27
2007,SV002007,Industrial,Vila Margarida,96.1,319277.89,3831.33,3831.33,0,0,2019-06-02
2008,SV002008,Terreno,Vila Nova,188.6,172689.23,3453.78,0.0,0,1,2024-03-10
2009,SV002009,Residencial,Esplanada dos Barreiros,108.0,272672.62,2181.38,2181.38,0,0,2020-02-05
2010,SV002010,Terreno,Vila Bocaina,134.7,137373.02,2747.46,2747.46,0,0,2019-06-07
2011,SV002011,Residencial,Vila Bocaina,185.8,464516.18,3716.13,0.0,0,1,2021-09-14
2012,SV002012,Residencial,Alto da Boa Vista,61.0,221362.42,1770.9,0.0,0,1,2022-08-28
2013,SV002013,Residencial,Alto da Boa Vista,222.1,823926.62,6591.41,0.0,0,1,2026-04-08
2014,SV002014,Residencial,Cidade Nautica,149.1,500413.86,4003.31,4003.31,0,0,2020-10-11
2015,SV002015,Terreno,Vila Bocaina,244.2,248174.47,4963.49,4963.49,0,0,2023-01-22
2016,SV002016,Terreno,Vila Bocaina,103.0,85391.13,1707.82,1707.82,0,0,2022-05-03
2017,SV002017,Residencial,Parque Bitaru,210.6,619988.26,4959.91,4959.91,0,0,2018-07-02
2018,SV002018,Terreno,Ilha Porchat,158.6,208702.39,4174.05,4174.05,0,0,2020-03-29
2019,SV002019,Residencial,Ilha Porchat,243.7,968053.91,7744.43,7744.43,0,0,2026-01-30
2020,SV002020,Residencial,Esplanada dos Barreiros,120.8,356048.41,2848.39,2848.39,0,0,2024-06-04
2021,SV002021,Residencial,Jardim Rio Branco,173.1,438064.52,3504.52,3504.52,0,0,2019-01-11
2022,SV002022,Terreno,Parque Bitaru,278.0,276340.67,5526.81,5526.81,0,0,2018-11-07
2023,SV002023,Residencial,Vila Bocaina,89.4,252993.08,2023.94,0.0,0,1,2020-12-30
2024,SV002024,Residencial,Jardim Rio Branco,57.2,143019.79,1144.16,0.0,0,1,2024-05-14
2025,SV002025,Residencial,Glória,129.7,354386.08,2835.09,2835.09,0,0,2021-04-29
2026,SV002026,Industrial,Vila Bocaina,136.9,406232.21,4874.79,4874.79,0,0,2022-02-15
2027,SV002027,Residencial,Jardim Rio Branco,275.2,772861.69,6182.89,6182.89,0,0,2020-04-06
2028,SV002028,Residencial,Centro,266.4,983988.07,7871.9,7871.9,0,0,2024-05-03
2029,SV002029,Residencial,Ilha Porchat,105.2,513215.55,4105.72,4105.72,0,0,2018-12-31
2030,SV002030,Residencial,Parque Bitaru,182.1,481679.58,3853.44,3853.44,0,0,2020-11-13
2031,SV002031,Residencial,Vila Nova,99.5,311649.79,2493.2,2493.2,0,0,2020-08-19
2032,SV002032,Residencial,Vila Nova,154.8,475510.55,3804.08,3804.08,0,0,2021-11-03
2033,SV002033,Residencial,Ilha Porchat,79.3,369310.45,2954.48,2954.48,0,0,2024-12-12
2034,SV002034,Residencial,Esplanada dos Barreiros,98.6,288557.08,2308.46,2308.46,0,0,2023-11-12
2035,SV002035,Residencial,Japuí,88.4,239248.45,1913.99,1913.99,0,0,2025-11-24
2036,SV002036,Residencial,Cidade Nautica,147.6,493508.49,3948.07,3948.07,0,0,2023-09-26
2037,SV002037,Terreno,Vila Nova,240.9,192030.62,3840.61,0.0,0,1,2020-09-20
2038,SV002038,Residencial,Parque Bitaru,78.5,205920.18,1647.36,0.0,0,1,2024-06-12
2039,SV002039,Residencial,Glória,211.1,661023.77,5288.19,5288.19,0,0,2020-08-02
2040,SV002040,Comercial,Cidade Nautica,80.6,428987.53,5147.85,5147.85,0,0,2022-10-25
2041,SV002041,Residencial,Porto Grande,173.8,582143.39,4657.15,4657.15,0,0,2018-08-30
2042,SV002042,Comercial,Alto da Boa Vista,216.5,1113004.01,13356.05,13356.05,0,0,2024-05-19
2043,SV002043,Residencial,Jardim Rio Branco,96.8,304440.86,2435.53,0.0,0,1,2018-05-07
2044,SV002044,Comercial,Catiapoa,361.1,1382595.78,16591.15,16591.15,0,0,2025-06-17
2045,SV002045,Comercial,Jardim Rio Branco,413.0,2113806.25,25365.67,25365.67,0,0,2024-11-19
2046,SV002046,Terreno,Alto da Boa Vista,180.2,203475.62,4069.51,4069.51,0,0,2022-08-07
2047,SV002047,Residencial,Japuí,152.0,427884.94,3423.08,3423.08,0,0,2023-07-12
2048,SV002048,Comercial,Vila Margarida,42.8,197345.02,2368.14,2368.14,0,0,2025-09-19
2049,SV002049,Comercial,Vila Bocaina,120.7,527307.41,6327.69,6327.69,0,0,2019-09-14
2050,SV002050,Residencial,Jardim Rio Branco,61.8,187911.29,1503.29,1503.29,0,0,2018-09-28
2051,SV002051,Industrial,Esplanada dos Barreiros,336.9,976486.06,11717.83,11717.83,0,0,2019-05-03
2052,SV002052,Residencial,Catiapoa,69.5,188035.82,1504.29,1504.29,0,0,2021-12-31
2053,SV002053,Residencial,Vila Nova,117.8,332175.69,2657.41,2657.41,0,0,2022-12-07
2054,SV002054,Terreno,Parque Bitaru,105.5,108651.67,2173.03,2173.03,0,0,2019-02-22
2055,SV002055,Residencial,Esplanada dos Barreiros,87.0,233085.08,1864.68,1864.68,0,0,2020-08-16
2056,SV002056,Residencial,Alto da Boa Vista,70.4,275256.06,2202.05,2202.05,0,0,2018-12-08
2057,SV002057,Residencial,Alto da Boa Vista,189.0,744195.82,5953.57,5953.57,0,0,2026-04-06
2058,SV002058,Residencial,Porto Grande,115.7,337461.88,2699.7,2699.7,0,0,2025-08-24
2059,SV002059,Comercial,Esplanada dos Barreiros,130.3,521095.57,6253.15,6253.15,0,0,2026-01-30
2060,SV002060,Residencial,Glória,92.6,245988.67,1967.91,1967.91,0,0,2019-09-07
2061,SV002061,Residencial,Vila Nova,112.8,313779.8,2510.24,2510.24,0,0,2020-04-06
2062,SV002062,Residencial,Glória,108.2,334668.91,2677.35,2677.35,0,0,2024-10-31
2063,SV002063,Residencial,Vila São Jorge,50.5,154689.92,1237.52,0.0,0,1,2020-05-20
2064,SV002064,Comercial,Glória,178.1,897899.89,10774.8,10774.8,0,0,2019-05-28
2065,SV002065,Residencial,Vila Bocaina,193.4,472291.36,3778.33,0.0,0,1,2018-07-24
2066,SV002066,Residencial,Cidade Nautica,37.6,130435.59,1043.48,0.0,0,1,2023-08-04
2067,SV002067,Comercial,Alto da Boa Vista,198.2,1246332.89,14955.99,14955.99,0,0,2019-11-24
2068,SV002068,Residencial,Glória,243.5,810913.51,6487.31,6487.31,0,0,2023-10-16
2069,SV002069,Residencial,Ilha Porchat,115.4,576903.45,4615.23,4615.23,0,0,2023-07-12
2070,SV002070,Comercial,Jardim Rio Branco,119.1,604094.95,7249.14,7249.14,0,0,2023-07-08
2071,SV002071,Residencial,Porto Grande,133.6,489277.64,3914.22,3914.22,0,0,2018-09-14
2072,SV002072,Residencial,Vila Nova,224.5,538078.87,4304.63,4304.63,0,0,2018-06-24
2073,SV002073,Residencial,Porto Grande,301.7,1137622.36,9100.98,9100.98,0,0,2020-11-27
2074,SV002074,Comercial,Glória,201.0,1094820.14,13137.84,13137.84,0,0,2025-05-20
2075,SV002075,Comercial,Japuí,362.4,1454076.46,17448.92,17448.92,0,0,2020-10-20
2076,SV002076,Residencial,Japuí,150.6,407696.75,3261.57,3261.57,0,0,2019-06-04
2077,SV002077,Residencial,Jardim Rio Branco,201.5,612345.45,4898.76,4898.76,0,0,2025-06-25
2078,SV002078,Residencial,Ilha Porchat,108.5,548784.8,4390.28,4390.28,0,0,2020-06-05
2079,SV002079,Residencial,Ilha Porchat,57.4,244224.78,1953.8,1953.8,0,0,2019-07-24
2080,SV002080,Residencial,Alto da Boa Vista,125.4,446521.89,3572.18,0.0,0,1,2025-02-19
2081,SV002081,Comercial,Alto da Boa Vista,157.2,855626.47,10267.52,10267.52,0,0,2019-04-19
2082,SV002082,Residencial,Parque Bitaru,418.6,1063470.18,8507.76,8507.76,0,0,2023-08-05
2083,SV002083,Residencial,Vila São Jorge,208.2,587258.25,4698.07,4698.07,0,0,2018-10-21
2084,SV002084,Residencial,Centro,38.2,139742.62,1117.94,0.0,0,1,2024-06-15
2085,SV002085,Residencial,Vila São Jorge,115.0,316067.26,2528.54,2528.54,0,0,2022-09-16
2086,SV002086,Residencial,Vila São Jorge,144.3,360469.68,2883.76,2883.76,0,0,2023-08-10
2087,SV002087,Residencial,Centro,78.7,351869.68,2814.96,2814.96,0,0,2018-12-29
2088,SV002088,Residencial,Vila Nova,658.5,2083021.63,16664.17,0.0,0,1,2023-02-07
2089,SV002089,Comercial,Centro,47.4,299596.46,3595.16,3595.16,0,0,2018-11-29
2090,SV002090,Comercial,Vila Margarida,129.2,623123.62,7477.48,7477.48,0,0,2022-05-25
2091,SV002091,Comercial,Ilha Porchat,130.9,809819.27,9717.83,0.0,0,1,2023-09-12
2092,SV002092,Residencial,Esplanada dos Barreiros,16.4,50355.26,402.84,402.84,0,0,2020-06-08
2093,SV002093,Residencial,Ilha Porchat,253.0,1201116.27,9608.93,9608.93,0,0,2022-12-06
2094,SV002094,Residencial,Vila Bocaina,233.0,670817.15,5366.54,5366.54,0,0,2019-04-18
2095,SV002095,Residencial,Cidade Nautica,222.3,838621.34,6708.97,0.0,0,1,2021-03-29
2096,SV002096,Residencial,Centro,79.5,301193.86,2409.55,2409.55,0,0,2025-05-02
2097,SV002097,Residencial,Ilha Porchat,35.3,176189.03,1409.51,1409.51,0,0,2020-09-03
2098,SV002098,Residencial,Vila São Jorge,130.8,313885.42,2511.08,2511.08,0,0,2019-12-24
2099,SV002099,Residencial,Esplanada dos Barreiros,242.6,738903.32,5911.23,5911.23,0,0,2021-03-21
2100,SV002100,Industrial,Parque Bitaru,77.7,280213.88,3362.57,3362.57,0,0,2020-12-13
2101,SV002101,Comercial,Vila São Jorge,73.4,336856.83,4042.28,4042.28,0,0,2025-09-20
2102,SV002102,Residencial,Jardim Rio Branco,52.0,157135.83,1257.09,1257.09,0,0,2019-06-12
2103,SV002103,Residencial,Vila São Jorge,137.5,409509.92,3276.08,3276.08,0,0,2026-01-17
2104,SV002104,Residencial,Vila Bocaina,156.6,498832.14,3990.66,3990.66,0,0,2020-06-09
2105,SV002105,Terreno,Catiapoa,55.0,43263.09,865.26,0.0,0,1,2021-07-23
2106,SV002106,Comercial,Vila Bocaina,154.6,723161.96,8677.94,8677.94,0,0,2021-06-05
2107,SV002107,Residencial,Porto Grande,90.3,275157.25,2201.26,2201.26,0,0,2018-11-01
2108,SV002108,Residencial,Vila São Jorge,160.7,449874.5,3599.0,3599.0,0,0,2018-04-28
2109,SV002109,Residencial,Parque Bitaru,260.9,622039.04,4976.31,4976.31,0,0,2018-09-02
2110,SV002110,Residencial,Vila Margarida,128.6,394493.74,3155.95,3155.95,0,0,2018-07-19
2111,SV002111,Residencial,Jardim Rio Branco,146.8,412798.6,3302.39,3302.39,0,0,2023-02-27
2112,SV002112,Residencial,Vila Margarida,833.0,2133306.51,17066.45,17066.45,0,0,2023-09-07
2113,SV002113,Residencial,Parque Bitaru,96.6,310152.14,2481.22,2481.22,0,0,2021-08-27
2114,SV002114,Residencial,Parque Bitaru,87.0,242101.09,1936.81,1936.81,0,0,2021-12-17
2115,SV002115,Comercial,Ilha Porchat,51.1,363383.99,4360.61,0.0,0,1,2020-05-29
2116,SV002116,Comercial,Centro,67.4,395722.07,4748.66,4748.66,0,0,2021-09-07
2117,SV002117,Industrial,Jardim Rio Branco,78.8,244252.45,2931.03,2931.03,0,0,2021-05-22
2118,SV002118,Comercial,Vila São Jorge,51.5,205568.79,2466.83,2466.83,0,0,2018-07-05
2119,SV002119,Residencial,Catiapoa,420.6,1211257.05,9690.06,9690.06,0,0,2023-10-04
2120,SV002120,Comercial,Ilha Porchat,65.5,493079.61,5916.96,0.0,0,1,2025-06-14
2121,SV002121,Comercial,Cidade Nautica,137.7,847101.99,10165.22,0.0,0,1,2019-05-06
2122,SV002122,Residencial,Esplanada dos Barreiros,209.0,630064.0,5040.51,5040.51,0,0,2023-01-07
2123,SV002123,Comercial,Jardim Rio Branco,68.4,297585.99,3571.03,3571.03,0,0,2019-10-13
2124,SV002124,Residencial,Ilha Porchat,140.5,685267.26,5482.14,5482.14,0,0,2024-02-12
2125,SV002125,Residencial,Cidade Nautica,135.4,391343.77,3130.75,3130.75,0,0,2020-09-04
2126,SV002126,Residencial,Porto Grande,112.6,409560.07,3276.48,3276.48,0,0,2025-02-14
2127,SV002127,Residencial,Catiapoa,78.0,204410.99,1635.29,1635.29,0,0,2020-06-09
2128,SV002128,Residencial,Glória,154.7,432398.81,3459.19,3459.19,0,0,2023-02-03
2129,SV002129,Terreno,Vila Bocaina,75.5,68327.35,1366.55,1366.55,0,0,2022-02-02
2130,SV002130,Terreno,Jardim Rio Branco,37.2,33540.28,670.81,670.81,0,0,2024-10-07
2131,SV002131,Residencial,Cidade Nautica,77.3,263166.91,2105.34,2105.34,0,0,2021-03-01
2132,SV002132,Residencial,Cidade Nautica,186.2,697657.66,5581.26,5581.26,0,0,2025-08-21
2133,SV002133,Residencial,Alto da Boa Vista,71.3,278248.77,2225.99,2225.99,0,0,2019-08-08
2134,SV002134,Residencial,Vila São Jorge,83.7,248486.69,1987.89,1987.89,0,0,2019-12-11
2135,SV002135,Residencial,Vila Bocaina,283.5,712254.46,5698.04,5698.04,0,0,2025-06-07
2136,SV002136,Residencial,Vila Margarida,51.9,128610.47,1028.88,1028.88,0,0,2025-12-22
