id_contribuinte,cnae,desc_cnae,porte,regime_tributario,bairro,gap_medio_pct,taxa_omissao,meses_sem_fiscalizacao,gap_vs_bench_pct,score_risco,faixa_risco,irregularidade_confirmada,receita_media_12m
509,8599-6,Treinamento e capacitação,MEI,MEI,Centro,9.43,0.0,36,95.36,0.1,Baixo,0,2914.19
510,6911-7,Atividades jurídicas,MD,Lucro Real,Glória,6.45,0.0,36,0.0,0.0,Baixo,0,381749.74
511,8511-2,Educação infantil,EPP,Lucro Presumido,Vila Margarida,4.22,0.0,36,26.62,0.0,Baixo,0,66203.51
512,8650-0,Atividades de saúde humana,MD,Lucro Presumido,Ilha Porchat,66.63,0.0833,36,0.0,0.2,Baixo,0,178791.43
513,4330-4,Acabamentos em construção,MD,Lucro Real,Vila Nova,4.43,0.0,36,0.0,0.0,Baixo,0,465006.0
514,8512-1,Ensino fundamental,MD,Lucro Real,Vila Nova,29.31,0.0,36,0.0,0.1,Baixo,0,212708.99
516,4120-4,Construção de edifícios,MEI,MEI,Vila Bocaina,5.83,0.0,36,97.94,0.0,Baixo,0,8101.68
517,4771-7,Comércio farmacêutico,MEI,MEI,Parque Bitaru,4.61,0.0,36,96.71,0.0,Baixo,0,8154.77
518,9602-5,Cabeleireiros e similares,MEI,MEI,Centro,34.07,0.0833,36,93.59,0.1,Baixo,0,2238.28
519,8512-1,Ensino fundamental,MEI,MEI,Japuí,28.41,0.0,36,97.11,0.2,Baixo,0,3125.19
520,9602-5,Cabeleireiros e similares,MEI,MEI,Vila Margarida,12.73,0.0833,3,92.08,30.1,Baixo,0,2763.1
521,7711-0,Locação de automóveis,ME,Simples Nacional,Vila Margarida,32.92,0.0,36,88.56,0.1,Baixo,0,34469.97
522,4921-3,Transporte rodoviário coletivo,MEI,MEI,Ilha Porchat,40.93,0.0833,36,99.12,0.2,Baixo,0,4735.07
523,4921-3,Transporte rodoviário coletivo,MD,Lucro Real,Cidade Nautica,30.68,0.0,36,0.0,0.1,Baixo,0,570758.94
525,5620-1,Serviços de alimentação,MD,Lucro Presumido,Jardim Rio Branco,4.34,0.0,36,0.0,0.2,Baixo,0,382821.98
526,8599-6,Treinamento e capacitação,MD,Lucro Real,Vila Bocaina,5.77,0.0,36,0.0,0.1,Baixo,0,158756.73
527,8512-1,Ensino fundamental,MD,Lucro Presumido,Jardim Rio Branco,36.95,0.0833,21,0.0,93.1,Alto,0,206782.42
528,6920-6,Atividades contábeis,GR,Lucro Real,Jardim Rio Branco,5.8,0.0,5,0.0,10.2,Baixo,0,873377.95
529,6911-7,Atividades jurídicas,EPP,Lucro Presumido,Japuí,4.44,0.0,36,23.49,0.0,Baixo,0,100558.9
530,5620-1,Serviços de alimentação,ME,Lucro Presumido,Vila Margarida,47.33,0.25,26,79.97,26.0,Baixo,0,18145.19
531,4771-7,Comércio farmacêutico,MD,Lucro Presumido,Glória,67.97,0.1667,11,0.0,99.1,Alto,0,322752.93
532,6202-3,Desenvolvimento de sistemas,EPP,Lucro Presumido,Porto Grande,21.95,0.1667,36,30.17,0.1,Baixo,0,64172.6
533,6202-3,Desenvolvimento de sistemas,ME,Simples Nacional,Japuí,37.13,0.0833,36,84.15,0.1,Baixo,0,14567.76
534,8599-6,Treinamento e capacitação,MEI,MEI,Parque Bitaru,4.48,0.0,36,94.98,0.1,Baixo,0,3148.6
535,4330-4,Acabamentos em construção,ME,Simples Nacional,Glória,5.42,0.0,16,78.19,9.3,Baixo,0,35363.69
536,6201-5,Desenvolvimento de software,MEI,MEI,Vila Margarida,3.2,0.0,1,96.73,96.7,Alto,1,4363.61
537,9602-5,Cabeleireiros e similares,MEI,MEI,Porto Grande,1.19,0.0,36,90.7,0.1,Baixo,0,3244.1
538,4921-3,Transporte rodoviário coletivo,GR,Lucro Real,Jardim Rio Branco,4.04,0.0,36,0.0,0.1,Baixo,0,2887589.98
539,7490-1,Consultoria empresarial,ME,Lucro Presumido,Esplanada dos Barreiros,42.05,0.1667,18,84.02,93.4,Alto,1,14817.65
540,6920-6,Atividades contábeis,MEI,MEI,Vila Nova,71.22,0.1667,36,98.59,0.1,Baixo,0,1318.27
541,9311-5,Academias e fitness,EPP,Simples Nacional,Vila São Jorge,13.66,0.0833,36,51.43,0.0,Baixo,0,86292.85
542,6920-6,Atividades contábeis,ME,Lucro Presumido,Vila Margarida,70.81,0.25,36,91.37,0.4,Baixo,0,8090.86
543,4771-7,Comércio farmacêutico,MD,Lucro Real,Alto da Boa Vista,4.91,0.0,36,0.0,0.2,Baixo,0,920817.66
544,8512-1,Ensino fundamental,ME,Lucro Presumido,Japuí,16.14,0.0833,5,79.86,96.4,Alto,1,21759.57
546,5611-2,Restaurantes e similares,MD,Lucro Presumido,Glória,38.11,0.0833,36,0.0,0.2,Baixo,0,299854.66
547,6202-3,Desenvolvimento de sistemas,ME,Lucro Presumido,Parque Bitaru,6.62,0.0,36,77.48,0.0,Baixo,0,20693.99
548,8511-2,Educação infantil,MEI,MEI,Ilha Porchat,13.42,0.0833,36,96.61,0.1,Baixo,0,3060.37
549,7490-1,Consultoria empresarial,MEI,MEI,Jardim Rio Branco,5.74,0.0,36,95.73,0.0,Baixo,0,3963.23
550,4771-7,Comércio farmacêutico,EPP,Simples Nacional,Glória,6.34,0.0,36,1.72,0.0,Baixo,0,243485.38
551,5310-5,Atividades dos correios,MEI,MEI,Vila Bocaina,65.03,0.0833,36,97.77,0.2,Baixo,0,1041.97
552,8599-6,Treinamento e capacitação,MD,Lucro Presumido,Esplanada dos Barreiros,67.16,0.0833,36,1.91,0.1,Baixo,0,61578.55
553,5620-1,Serviços de alimentação,GR,Lucro Real,Jardim Rio Branco,8.02,0.0,32,0.0,21.6,Baixo,0,1118789.85
555,4330-4,Acabamentos em construção,EPP,Simples Nacional,Cidade Nautica,5.52,0.0,23,18.19,1.1,Baixo,0,132621.83
557,8512-1,Ensino fundamental,MEI,MEI,Alto da Boa Vista,14.36,0.0833,36,96.59,0.1,Baixo,0,3680.12
558,7711-0,Locação de automóveis,ME,Simples Nacional,Ilha Porchat,8.27,0.0,36,84.06,0.0,Baixo,0,48040.34
559,6911-7,Atividades jurídicas,MEI,MEI,Catiapoa,70.2,0.1667,36,98.92,0.2,Baixo,0,1426.03
560,8512-1,Ensino fundamental,MEI,MEI,Esplanada dos Barreiros,4.15,0.0,36,95.84,0.2,Baixo,0,4497.38
561,6201-5,Desenvolvimento de software,MD,Lucro Presumido,Parque Bitaru,68.36,0.0833,36,8.16,0.2,Baixo,0,122526.59
562,4330-4,Acabamentos em construção,MD,Lucro Presumido,Parque Bitaru,34.16,0.0,36,0.0,0.1,Baixo,0,329496.75
563,5620-1,Serviços de alimentação,EPP,Simples Nacional,Vila Nova,12.85,0.0833,36,0.0,0.1,Baixo,0,100075.09
564,8630-5,Atividades de atenção à saúde,MEI,MEI,Ilha Porchat,6.11,0.0,36,97.39,0.1,Baixo,0,5446.3
565,4771-7,Comércio farmacêutico,ME,Lucro Presumido,Parque Bitaru,7.6,0.0,36,76.33,0.0,Baixo,0,58644.16
566,7490-1,Consultoria empresarial,EPP,Simples Nacional,Jardim Rio Branco,5.03,0.0,36,13.03,0.0,Baixo,0,80635.22
567,6201-5,Desenvolvimento de software,MEI,MEI,Ilha Porchat,3.62,0.0,36,96.53,0.1,Baixo,0,4629.31
568,8599-6,Treinamento e capacitação,EPP,Lucro Presumido,Alto da Boa Vista,5.46,0.0,36,15.33,0.0,Baixo,0,53156.18
570,7711-0,Locação de automóveis,ME,Lucro Presumido,Glória,7.4,0.0,36,84.87,0.1,Baixo,0,45613.82
571,4921-3,Transporte rodoviário coletivo,EPP,Simples Nacional,Alto da Boa Vista,5.07,0.0,23,60.59,18.8,Baixo,0,211894.87
572,6202-3,Desenvolvimento de sistemas,EPP,Simples Nacional,Japuí,7.68,0.0,36,14.98,0.1,Baixo,0,78128.18
573,8650-0,Atividades de saúde humana,MEI,MEI,Centro,69.33,0.25,32,98.89,95.8,Alto,1,1721.02
574,4120-4,Construção de edifícios,EPP,Simples Nacional,Vila São Jorge,51.05,0.25,36,71.83,0.2,Baixo,0,110803.87
575,8511-2,Educação infantil,MD,Lucro Presumido,Parque Bitaru,74.94,0.25,36,37.7,0.3,Baixo,0,56210.73
576,6201-5,Desenvolvimento de software,EPP,Lucro Presumido,Centro,34.51,0.0,36,53.58,0.1,Baixo,0,61929.88
577,4120-4,Construção de edifícios,EPP,Simples Nacional,Cidade Nautica,48.97,0.25,36,72.57,0.2,Baixo,0,107894.92
578,6201-5,Desenvolvimento de software,ME,Simples Nacional,Vila Bocaina,30.27,0.0,36,86.19,0.0,Baixo,0,18417.54
579,7490-1,Consultoria empresarial,MEI,MEI,Japuí,72.87,0.1667,36,98.75,0.1,Baixo,0,1156.31
580,5310-5,Atividades dos correios,MD,Lucro Real,Glória,13.74,0.0833,14,0.0,24.2,Baixo,0,168358.57
581,4921-3,Transporte rodoviário coletivo,EPP,Simples Nacional,Japuí,14.02,0.0833,36,65.38,0.0,Baixo,0,186110.41
582,8512-1,Ensino fundamental,MEI,MEI,Cidade Nautica,40.7,0.0833,10,97.51,99.6,Alto,1,2689.94
584,4771-7,Comércio farmacêutico,EPP,Lucro Presumido,Vila Bocaina,1.98,0.0,21,0.0,83.8,Alto,0,261602.85
586,4120-4,Construção de edifícios,ME,Lucro Presumido,Catiapoa,71.53,0.0833,2,95.72,99.7,Alto,1,16820.04
587,7711-0,Locação de automóveis,ME,Lucro Presumido,Ilha Porchat,4.81,0.0,36,83.86,0.2,Baixo,0,48636.26
588,5310-5,Atividades dos correios,ME,Lucro Presumido,Jardim Rio Branco,5.33,0.0,36,64.02,0.0,Baixo,0,16785.46
590,6202-3,Desenvolvimento de sistemas,EPP,Simples Nacional,Japuí,19.1,0.1667,36,27.91,0.1,Baixo,0,66246.63
591,8599-6,Treinamento e capacitação,GR,Lucro Real,Alto da Boa Vista,13.56,0.0833,36,0.0,0.0,Baixo,0,356964.16
592,7711-0,Locação de automóveis,ME,Lucro Presumido,Catiapoa,68.76,0.25,26,94.41,99.2,Alto,1,16833.86
593,8599-6,Treinamento e capacitação,MEI,MEI,Esplanada dos Barreiros,76.33,0.25,36,98.67,0.0,Baixo,0,835.7
594,8650-0,Atividades de saúde humana,EPP,Simples Nacional,Esplanada dos Barreiros,14.7,0.0833,36,15.55,0.0,Baixo,0,131524.32
595,8512-1,Ensino fundamental,MEI,MEI,Parque Bitaru,26.58,0.0,36,97.16,0.1,Baixo,0,3064.36
596,4921-3,Transporte rodoviário coletivo,MEI,MEI,Parque Bitaru,8.78,0.0,36,98.69,0.0,Baixo,0,7060.12
597,4120-4,Construção de edifícios,MEI,MEI,Vila Bocaina,28.03,0.0,36,98.5,0.0,Baixo,0,5895.16
598,8511-2,Educação infantil,MEI,MEI,Vila Margarida,64.52,0.0833,36,98.35,0.5,Baixo,0,1487.58
599,8511-2,Educação infantil,GR,Lucro Real,Parque Bitaru,72.04,0.25,36,0.0,0.4,Baixo,0,200318.61
600,8650-0,Atividades de saúde humana,EPP,Simples Nacional,Esplanada dos Barreiros,15.53,0.0833,26,17.09,5.1,Baixo,0,129125.81
601,6202-3,Desenvolvimento de sistemas,EPP,Simples Nacional,Vila Bocaina,10.45,0.0833,36,22.09,0.1,Baixo,0,71590.17
602,9602-5,Cabeleireiros e similares,MEI,MEI,Centro,4.16,0.0,36,91.31,0.1,Baixo,0,3032.36
603,4120-4,Construção de edifícios,ME,Simples Nacional,Porto Grande,42.57,0.1667,4,92.01,99.3,Alto,0,31433.71
604,6201-5,Desenvolvimento de software,EPP,Lucro Presumido,Catiapoa,5.51,0.0,36,30.62,0.0,Baixo,0,92558.96
605,8599-6,Treinamento e capacitação,MEI,MEI,Cidade Nautica,66.34,0.1667,36,98.2,0.1,Baixo,0,1132.51
606,9311-5,Academias e fitness,ME,Lucro Presumido,Vila Bocaina,5.1,0.0,36,85.13,0.0,Baixo,0,26422.52
607,4921-3,Transporte rodoviário coletivo,MEI,MEI,Centro,41.71,0.0833,36,99.16,0.2,Baixo,0,4492.94
608,6911-7,Atividades jurídicas,EPP,Simples Nacional,Cidade Nautica,4.36,0.0,5,17.84,25.0,Baixo,0,107990.32
609,4330-4,Acabamentos em construção,MEI,MEI,Alto da Boa Vista,42.06,0.1667,36,97.83,0.1,Baixo,0,3512.46
610,5611-2,Restaurantes e similares,EPP,Simples Nacional,Japuí,16.26,0.0833,36,0.0,0.0,Baixo,0,109658.12
611,4921-3,Transporte rodoviário coletivo,GR,Lucro Real,Cidade Nautica,3.42,0.0,23,0.0,97.2,Alto,1,3065809.87
612,4771-7,Comércio farmacêutico,ME,Lucro Presumido,Glória,65.46,0.0,35,91.62,98.7,Alto,1,20756.39
614,4771-7,Comércio farmacêutico,ME,Lucro Presumido,Parque Bitaru,5.1,0.0,7,76.04,18.5,Baixo,0,59364.62
616,6920-6,Atividades contábeis,MD,Lucro Presumido,Jardim Rio Branco,3.94,0.0,36,0.0,0.1,Baixo,0,291407.32
617,7711-0,Locação de automóveis,MEI,MEI,Jardim Rio Branco,2.34,0.0,36,97.59,0.0,Baixo,0,7259.31
618,9602-5,Cabeleireiros e similares,EPP,Simples Nacional,Vila Margarida,4.73,0.0,2,0.0,6.5,Baixo,0,42990.28
619,9602-5,Cabeleireiros e similares,MD,Lucro Real,Vila Nova,6.05,0.0,27,0.0,12.6,Baixo,0,140646.64
620,4120-4,Construção de edifícios,GR,Lucro Real,Catiapoa,6.54,0.0,36,0.0,0.1,Baixo,0,3359728.23
621,8630-5,Atividades de atenção à saúde,MD,Lucro Presumido,Vila São Jorge,28.51,0.0,34,0.0,92.5,Alto,1,479392.58
622,4771-7,Comércio farmacêutico,EPP,Simples Nacional,Vila Bocaina,29.58,0.0,36,25.88,0.1,Baixo,0,183618.78
623,6920-6,Atividades contábeis,EPP,Lucro Presumido,Vila Bocaina,40.55,0.0833,36,46.25,0.1,Baixo,0,50411.93
624,8630-5,Atividades de atenção à saúde,MEI,MEI,Vila São Jorge,5.02,0.0,36,97.24,0.0,Baixo,0,5751.51
625,4330-4,Acabamentos em construção,MD,Lucro Real,Vila Bocaina,35.09,0.0,36,0.0,0.1,Baixo,0,307474.81
626,4771-7,Comércio farmacêutico,EPP,Simples Nacional,Japuí,5.9,0.0,36,3.22,0.1,Baixo,0,239751.11
627,7490-1,Consultoria empresarial,MEI,MEI,Vila Bocaina,7.85,0.0,36,96.06,0.0,Baixo,0,3648.88
628,6911-7,Atividades jurídicas,EPP,Simples Nacional,Porto Grande,6.19,0.0,36,21.99,0.0,Baixo,0,102538.84
629,8599-6,Treinamento e capacitação,MEI,MEI,Vila São Jorge,6.17,0.0,9,94.77,11.9,Baixo,0,3284.2
630,4120-4,Construção de edifícios,MEI,MEI,Vila Bocaina,7.36,0.0,36,98.14,0.1,Baixo,0,7320.14
631,8650-0,Atividades de saúde humana,MEI,MEI,Parque Bitaru,30.25,0.0,33,97.44,72.9,Alto,0,3986.51
632,9311-5,Academias e fitness,MEI,MEI,Vila Nova,6.17,0.0,36,97.71,0.0,Baixo,0,4065.49
633,8650-0,Atividades de saúde humana,MEI,MEI,Centro,14.34,0.0833,36,96.98,0.0,Baixo,0,4698.71
634,4120-4,Construção de edifícios,ME,Lucro Presumido,Vila Margarida,7.59,0.0,36,87.55,0.0,Baixo,0,48971.96
635,4120-4,Construção de edifícios,ME,Simples Nacional,Glória,9.33,0.0833,36,87.05,0.0,Baixo,0,50932.82
636,5620-1,Serviços de alimentação,EPP,Simples Nacional,Vila Margarida,71.76,0.1667,36,65.24,0.0,Baixo,0,31497.74
637,4921-3,Transporte rodoviário coletivo,EPP,Simples Nacional,Vila Nova,7.09,0.0,36,61.98,0.0,Baixo,0,204413.42
638,4771-7,Comércio farmacêutico,ME,Simples Nacional,Centro,5.52,0.0,33,75.6,14.2,Baixo,0,60445.32
639,8599-6,Treinamento e capacitação,MEI,MEI,Vila Margarida,71.71,0.25,36,98.6,0.2,Baixo,0,881.31
640,8599-6,Treinamento e capacitação,MEI,MEI,Vila Nova,6.79,0.0,36,95.08,0.1,Baixo,0,3086.36
641,5620-1,Serviços de alimentação,ME,Simples Nacional,Esplanada dos Barreiros,30.91,0.0,36,74.98,0.0,Baixo,0,22672.62
642,4771-7,Comércio farmacêutico,ME,Lucro Presumido,Vila Nova,3.29,0.0,36,76.06,0.1,Baixo,0,59295.51
643,6202-3,Desenvolvimento de sistemas,MEI,MEI,Centro,14.34,0.0833,36,96.19,0.1,Baixo,0,3497.29
644,9602-5,Cabeleireiros e similares,MEI,MEI,Esplanada dos Barreiros,13.63,0.0833,36,92.12,0.0,Baixo,0,2749.92
645,8630-5,Atividades de atenção à saúde,MEI,MEI,Jardim Rio Branco,6.01,0.0,36,97.25,0.1,Baixo,0,5739.12
647,7711-0,Locação de automóveis,ME,Simples Nacional,Vila Bocaina,33.76,0.0833,36,88.7,0.0,Baixo,0,34048.85
648,4921-3,Transporte rodoviário coletivo,EPP,Simples Nacional,Porto Grande,4.18,0.0,36,60.41,0.0,Baixo,0,212858.82
649,6201-5,Desenvolvimento de software,MEI,MEI,Vila Nova,5.72,0.0,36,96.83,0.0,Baixo,0,4232.49
650,6920-6,Atividades contábeis,ME,Lucro Presumido,Esplanada dos Barreiros,39.43,0.0833,36,80.84,0.1,Baixo,0,17970.01
651,4330-4,Acabamentos em construção,MEI,MEI,Japuí,73.33,0.25,36,99.09,0.2,Baixo,0,1468.21
652,5310-5,Atividades dos correios,MEI,MEI,Vila Bocaina,12.76,0.0833,34,93.75,1.6,Baixo,0,2915.64
653,5620-1,Serviços de alimentação,EPP,Simples Nacional,Japuí,68.75,0.1667,36,63.89,0.1,Baixo,0,32715.71
654,4330-4,Acabamentos em construção,EPP,Simples Nacional,Cidade Nautica,27.12,0.0,36,40.59,0.0,Baixo,0,96309.49
655,4921-3,Transporte rodoviário coletivo,MEI,MEI,Centro,34.76,0.0,12,99.09,87.9,Alto,0,4880.13
656,8599-6,Treinamento e capacitação,MEI,MEI,Parque Bitaru,68.86,0.1667,36,98.38,0.2,Baixo,0,1015.33
657,6920-6,Atividades contábeis,ME,Lucro Presumido,Vila São Jorge,51.06,0.25,36,85.1,0.0,Baixo,0,13973.38
658,4120-4,Construção de edifícios,ME,Simples Nacional,Catiapoa,29.05,0.0,36,89.32,0.1,Baixo,0,42016.2
659,5310-5,Atividades dos correios,ME,Lucro Presumido,Glória,43.44,0.1667,36,77.77,0.0,Baixo,0,10370.98
660,4330-4,Acabamentos em construção,MEI,MEI,Vila Nova,7.78,0.0,36,96.81,0.0,Baixo,0,5166.58
661,4771-7,Comércio farmacêutico,MEI,MEI,Catiapoa,4.06,0.0,36,96.79,0.0,Baixo,0,7961.11
662,9311-5,Academias e fitness,MD,Lucro Presumido,Catiapoa,6.13,0.0,36,0.0,0.1,Baixo,0,325874.77
663,7711-0,Locação de automóveis,GR,Lucro Real,Esplanada dos Barreiros,5.46,0.0,36,0.0,0.1,Baixo,0,2943517.92
664,8630-5,Atividades de atenção à saúde,MEI,MEI,Jardim Rio Branco,33.11,0.0,36,98.01,0.1,Baixo,0,4147.73
665,4921-3,Transporte rodoviário coletivo,EPP,Simples Nacional,Vila Bocaina,9.04,0.0,36,62.7,0.0,Baixo,0,200549.87
666,6920-6,Atividades contábeis,ME,Lucro Presumido,Catiapoa,34.87,0.0833,36,80.84,0.0,Baixo,0,17967.38
667,8511-2,Educação infantil,MEI,MEI,Vila Margarida,72.18,0.25,36,98.92,0.3,Baixo,0,976.23
668,8630-5,Atividades de atenção à saúde,GR,Lucro Real,Porto Grande,33.9,0.0833,36,0.0,0.1,Baixo,0,1497910.68
669,5611-2,Restaurantes e similares,MEI,MEI,Centro,35.53,0.0833,36,95.76,0.1,Baixo,0,4332.19
670,7711-0,Locação de automóveis,MEI,MEI,Alto da Boa Vista,6.37,0.0,36,97.67,0.0,Baixo,0,7011.49
671,4771-7,Comércio farmacêutico,MEI,MEI,Cidade Nautica,6.34,0.0,21,96.88,9.1,Baixo,0,7738.93
672,8630-5,Atividades de atenção à saúde,MD,Lucro Presumido,Cidade Nautica,37.91,0.0833,36,0.0,0.1,Baixo,0,403323.72
673,5611-2,Restaurantes e similares,EPP,Lucro Presumido,Porto Grande,5.91,0.0,36,0.0,0.1,Baixo,0,116734.9
674,9311-5,Academias e fitness,MEI,MEI,Jardim Rio Branco,5.5,0.0,36,97.63,0.0,Baixo,0,4204.21
675,4330-4,Acabamentos em construção,GR,Lucro Real,Vila São Jorge,3.75,0.0,5,0.0,18.2,Baixo,0,1913775.02
676,6201-5,Desenvolvimento de software,MD,Lucro Real,Japuí,10.39,0.0,36,0.0,0.2,Baixo,0,333727.84
677,5611-2,Restaurantes e similares,ME,Simples Nacional,Alto da Boa Vista,27.36,0.0,36,72.96,0.1,Baixo,0,27635.38
678,4921-3,Transporte rodoviário coletivo,ME,Simples Nacional,Glória,70.5,0.25,36,96.99,0.3,Baixo,0,16198.28
679,5611-2,Restaurantes e similares,MD,Lucro Presumido,Centro,5.08,0.0,20,0.0,48.1,Médio,0,436297.28
680,4330-4,Acabamentos em construção,MEI,MEI,Catiapoa,13.26,0.0833,35,97.11,8.0,Baixo,0,4680.48
681,8650-0,Atividades de saúde humana,MD,Lucro Real,Vila Margarida,5.23,0.0,36,0.0,0.1,Baixo,0,504592.11
682,9602-5,Cabeleireiros e similares,ME,Simples Nacional,Porto Grande,29.99,0.0,36,71.2,0.1,Baixo,0,10050.91
683,5611-2,Restaurantes e similares,EPP,Lucro Presumido,Japuí,5.31,0.0,36,0.0,0.0,Baixo,0,119780.0
684,7711-0,Locação de automóveis,EPP,Lucro Presumido,Vila São Jorge,63.17,0.0,36,75.15,0.1,Baixo,0,74901.28
685,8512-1,Ensino fundamental,MEI,MEI,Vila Bocaina,5.66,0.0,36,96.32,0.0,Baixo,0,3972.07
686,8512-1,Ensino fundamental,GR,Lucro Real,Porto Grande,5.91,0.0,36,0.0,0.1,Baixo,0,869892.7
688,6920-6,Atividades contábeis,MEI,MEI,Vila Margarida,71.34,0.25,36,98.59,0.2,Baixo,0,1322.35
689,6911-7,Atividades jurídicas,ME,Lucro Presumido,Glória,3.49,0.0,36,74.85,0.0,Baixo,0,33051.44
690,8511-2,Educação infantil,ME,Lucro Presumido,Porto Grande,7.06,0.0,36,79.53,0.0,Baixo,0,18472.58
691,6202-3,Desenvolvimento de sistemas,MEI,MEI,Vila Bocaina,12.63,0.0833,36,96.3,0.1,Baixo,0,3404.34
692,4120-4,Construção de edifícios,GR,Lucro Real,Vila Margarida,6.02,0.0,36,0.0,0.0,Baixo,0,3314283.16
694,7490-1,Consultoria empresarial,EPP,Lucro Presumido,Centro,7.66,0.0,8,14.81,96.7,Alto,1,78986.86
695,4771-7,Comércio farmacêutico,GR,Lucro Real,Esplanada dos Barreiros,4.82,0.0,36,0.0,0.2,Baixo,0,3836569.99
696,7490-1,Consultoria empresarial,MEI,MEI,Porto Grande,8.07,0.0,36,95.59,0.1,Baixo,0,4091.79
697,9602-5,Cabeleireiros e similares,MEI,MEI,Porto Grande,14.28,0.0833,36,91.76,0.0,Baixo,0,2874.7
698,8650-0,Atividades de saúde humana,MEI,MEI,Parque Bitaru,36.66,0.0833,36,97.74,0.3,Baixo,0,3525.06
699,8511-2,Educação infantil,ME,Lucro Presumido,Parque Bitaru,7.05,0.0,36,77.11,0.0,Baixo,0,20648.13
700,5611-2,Restaurantes e similares,ME,Lucro Presumido,Vila São Jorge,31.86,0.0,36,73.3,0.1,Baixo,0,27286.78
701,4330-4,Acabamentos em construção,MEI,MEI,Japuí,7.71,0.0,36,96.62,0.0,Baixo,0,5486.86
702,5310-5,Atividades dos correios,MEI,MEI,Vila Margarida,32.75,0.0,23,95.5,95.4,Alto,1,2099.12
703,8512-1,Ensino fundamental,EPP,Simples Nacional,Cidade Nautica,9.41,0.0,36,27.28,0.1,Baixo,0,78565.72
704,6920-6,Atividades contábeis,EPP,Lucro Presumido,Parque Bitaru,32.14,0.0,36,33.31,0.2,Baixo,0,62555.8
705,8650-0,Atividades de saúde humana,ME,Lucro Presumido,Ilha Porchat,62.86,0.0,36,90.55,0.3,Baixo,0,14710.38
706,9602-5,Cabeleireiros e similares,MEI,MEI,Parque Bitaru,7.71,0.0,36,91.64,0.1,Baixo,0,2918.1
707,6911-7,Atividades jurídicas,MEI,MEI,Centro,10.94,0.0833,36,96.36,0.0,Baixo,0,4779.62
708,9311-5,Academias e fitness,ME,Simples Nacional,Centro,68.87,0.1667,36,94.85,0.2,Baixo,0,9154.45
709,6920-6,Atividades contábeis,MEI,MEI,Centro,5.76,0.0,36,95.41,0.0,Baixo,0,4304.53
710,6911-7,Atividades jurídicas,ME,Simples Nacional,Porto Grande,70.9,0.1667,36,92.7,0.3,Baixo,0,9595.96
711,9602-5,Cabeleireiros e similares,MEI,MEI,Jardim Rio Branco,14.65,0.0833,36,91.72,0.0,Baixo,0,2888.83
712,8511-2,Educação infantil,MEI,MEI,Vila Nova,4.0,0.0,36,96.12,0.4,Baixo,0,3505.14
713,8511-2,Educação infantil,GR,Lucro Real,Porto Grande,70.04,0.25,24,0.0,97.7,Alto,1,205128.42
714,9602-5,Cabeleireiros e similares,MEI,MEI,Centro,70.26,0.25,36,97.19,0.3,Baixo,0,979.13
715,4120-4,Construção de edifícios,ME,Lucro Presumido,Ilha Porchat,74.64,0.25,36,96.19,0.3,Baixo,0,15003.05
716,5611-2,Restaurantes e similares,ME,Simples Nacional,Vila Nova,4.68,0.0,36,64.55,0.0,Baixo,0,36226.67
717,9311-5,Academias e fitness,ME,Simples Nacional,Centro,28.92,0.0,36,88.98,0.1,Baixo,0,19573.1
718,5310-5,Atividades dos correios,MEI,MEI,Jardim Rio Branco,5.98,0.0,36,93.45,0.1,Baixo,0,3057.54
719,5611-2,Restaurantes e similares,MEI,MEI,Cidade Nautica,38.04,0.0833,36,95.46,0.2,Baixo,0,4639.96
720,7490-1,Consultoria empresarial,MEI,MEI,Vila Nova,34.86,0.0,36,96.95,0.2,Baixo,0,2831.49
722,4771-7,Comércio farmacêutico,EPP,Simples Nacional,Catiapoa,3.19,0.0,36,2.6,0.0,Baixo,0,241295.98
723,7490-1,Consultoria empresarial,MD,Lucro Real,Jardim Rio Branco,13.26,0.0833,36,0.0,0.1,Baixo,0,261884.58
724,8599-6,Treinamento e capacitação,EPP,Lucro Presumido,Japuí,30.77,0.0,36,43.42,0.3,Baixo,0,35518.94
725,9311-5,Academias e fitness,MD,Lucro Real,Vila São Jorge,28.33,0.0,36,0.0,0.3,Baixo,0,254589.96
727,6201-5,Desenvolvimento de software,MD,Lucro Real,Catiapoa,3.88,0.0,36,0.0,0.1,Baixo,0,410229.57
728,8630-5,Atividades de atenção à saúde,MEI,MEI,Alto da Boa Vista,71.19,0.25,36,99.17,0.2,Baixo,0,1730.91
729,8511-2,Educação infantil,EPP,Simples Nacional,Alto da Boa Vista,39.59,0.0833,36,50.51,0.0,Baixo,0,44648.51
730,7711-0,Locação de automóveis,MEI,MEI,Porto Grande,36.77,0.0833,36,98.57,0.2,Baixo,0,4318.12
732,6202-3,Desenvolvimento de sistemas,MEI,MEI,Japuí,32.52,0.0,36,97.12,0.0,Baixo,0,2646.61
733,6202-3,Desenvolvimento de sistemas,GR,Lucro Real,Centro,7.07,0.0,36,0.0,0.3,Baixo,0,912990.13
734,5611-2,Restaurantes e similares,GR,Lucro Real,Vila Nova,6.62,0.0,36,0.0,0.0,Baixo,0,1500013.82
735,8650-0,Atividades de saúde humana,MD,Lucro Presumido,Vila São Jorge,42.77,0.1667,36,0.0,0.1,Baixo,0,307412.16
736,8599-6,Treinamento e capacitação,ME,Lucro Presumido,Catiapoa,39.04,0.0833,36,84.39,0.1,Baixo,0,9801.85
