id_contribuinte,cnae,desc_cnae,porte,porte_num,regime_tributario,regime_num,bairro,risco_latente,gap_medio_pct,gap_std,taxa_omissao,taxa_retificacao,receita_media_12m,cv_receita,slope_receita_norm,razao_ultimo_media,meses_sem_fiscalizacao,n_acoes_historicas,n_meses_com_dados,irregularidade_confirmada,bench_receita_media,gap_vs_bench_pct
519,8512-1,Ensino fundamental,MEI,1,MEI,1,Japuí,1,28.41,8.02,0.0,0.0833,3125.19,0.372,-0.000648,0.5794,36,0,12,0,108039.5574796748,97.11
520,9602-5,Cabeleireiros e similares,MEI,1,MEI,1,Vila Margarida,0,12.73,27.87,0.0833,0.0,2763.1,0.3316,0.015309,1.0669,19,1,12,0,34897.042119708996,92.08
521,7711-0,Locação de automóveis,ME,2,Simples Nacional,2,Vila Margarida,1,32.92,9.15,0.0,0.0,34469.97,0.1566,0.009848,0.9673,36,0,12,0,301400.2526279957,88.56
522,4921-3,Transporte rodoviário coletivo,MEI,1,MEI,1,Ilha Porchat,1,40.93,20.96,0.0833,0.0833,4735.07,0.3788,0.04735,0.9917,36,0,12,0,537656.9499799799,99.12
523,4921-3,Transporte rodoviário coletivo,MD,4,Lucro Real,4,Cidade Nautica,1,30.68,8.53,0.0,0.0,570758.94,0.1798,0.00751,0.9453,36,0,12,0,537656.9499799799,0.0
525,5620-1,Serviços de alimentação,MD,4,Lucro Presumido,3,Jardim Rio Branco,0,4.34,6.57,0.0,0.0,382821.98,0.1377,0.013382,1.3145,36,0,12,0,90611.88504413291,0.0
526,8599-6,Treinamento e capacitação,MD,4,Lucro Real,4,Vila Bocaina,0,5.77,5.51,0.0,0.0,158756.73,0.2771,-0.001372,0.7214,36,0,12,0,62778.58030149052,0.0
527,8512-1,Ensino fundamental,MD,4,Lucro Presumido,3,Jardim Rio Branco,1,36.95,22.53,0.0833,0.0833,206782.42,0.5425,0.013486,0.5965,33,1,12,0,108039.5574796748,0.0
528,6920-6,Atividades contábeis,GR,5,Lucro Real,4,Jardim Rio Branco,0,5.8,5.56,0.0,0.0833,873377.95,0.0953,0.00663,1.0222,6,1,12,0,93794.93164215687,0.0
529,6911-7,Atividades jurídicas,EPP,3,Lucro Presumido,3,Japuí,0,4.44,5.03,0.0,0.0,100558.9,0.1641,0.010525,1.1113,36,0,12,0,131438.33464285714,23.49
530,5620-1,Serviços de alimentação,ME,2,Lucro Presumido,3,Vila Margarida,1,47.33,33.0,0.25,0.0833,18145.19,0.6652,0.009125,1.2343,24,1,12,0,90611.88504413291,79.97
531,4771-7,Comércio farmacêutico,MD,4,Lucro Presumido,3,Glória,2,67.97,17.35,0.1667,0.0,322752.93,0.5664,-0.078815,0.6688,14,1,12,0,247735.04169952212,0.0
532,6202-3,Desenvolvimento de sistemas,EPP,3,Lucro Presumido,3,Porto Grande,0,21.95,36.61,0.1667,0.0,64172.6,0.5131,0.069699,1.1333,36,0,12,0,91894.10241863075,30.17
533,6202-3,Desenvolvimento de sistemas,ME,2,Simples Nacional,2,Japuí,1,37.13,21.06,0.0833,0.3333,14567.76,0.3843,0.014772,0.8864,36,0,12,0,91894.10241863075,84.15
534,8599-6,Treinamento e capacitação,MEI,1,MEI,1,Parque Bitaru,0,4.48,6.19,0.0,0.0,3148.6,0.3399,0.001767,0.6221,36,0,12,0,62778.58030149052,94.98
535,4330-4,Acabamentos em construção,ME,2,Simples Nacional,2,Glória,0,5.42,4.74,0.0,0.0833,35363.69,0.2023,0.013699,0.8548,5,1,12,0,162118.29751887813,78.19
536,6201-5,Desenvolvimento de software,MEI,1,MEI,1,Vila Margarida,0,3.2,5.73,0.0,0.0,4363.61,0.1394,-0.021749,0.7927,30,1,12,1,133409.7116222222,96.73
537,9602-5,Cabeleireiros e similares,MEI,1,MEI,1,Porto Grande,0,1.19,5.21,0.0,0.0833,3244.1,0.1272,0.018013,1.0563,36,0,12,0,34897.042119708996,90.7
538,4921-3,Transporte rodoviário coletivo,GR,5,Lucro Real,4,Jardim Rio Branco,0,4.04,7.09,0.0,0.0,2887589.98,0.1463,0.021751,1.13,36,0,12,0,537656.9499799799,0.0
539,7490-1,Consultoria empresarial,ME,2,Lucro Presumido,3,Esplanada dos Barreiros,1,42.05,28.45,0.1667,0.1667,14817.65,0.5197,0.002685,1.2634,14,1,12,1,92713.56658625731,84.02
540,6920-6,Atividades contábeis,MEI,1,MEI,1,Vila Nova,2,71.22,16.13,0.1667,0.0,1318.27,0.6078,0.033152,1.3166,36,0,12,0,93794.93164215687,98.59
541,9311-5,Academias e fitness,EPP,3,Simples Nacional,2,Vila São Jorge,0,13.66,27.75,0.0833,0.0833,86292.85,0.3479,0.016986,1.199,36,0,12,0,177651.30473180074,51.43
542,6920-6,Atividades contábeis,ME,2,Lucro Presumido,3,Vila Margarida,2,70.81,19.39,0.25,0.0833,8090.86,0.6628,-0.020576,0.0,36,0,12,0,93794.93164215687,91.37
543,4771-7,Comércio farmacêutico,MD,4,Lucro Real,4,Alto da Boa Vista,0,4.91,6.87,0.0,0.0,920817.66,0.1828,0.007239,1.0919,36,0,12,0,247735.04169952212,0.0
544,8512-1,Ensino fundamental,ME,2,Lucro Presumido,3,Japuí,0,16.14,26.93,0.0833,0.0,21759.57,0.4522,0.008015,0.7602,0,1,12,1,108039.5574796748,79.86
546,5611-2,Restaurantes e similares,MD,4,Lucro Presumido,3,Glória,1,38.11,21.21,0.0833,0.0833,299854.66,0.3846,0.053802,1.5836,36,0,12,0,102203.3056008454,0.0
547,6202-3,Desenvolvimento de sistemas,ME,2,Lucro Presumido,3,Parque Bitaru,0,6.62,3.5,0.0,0.0833,20693.99,0.1168,0.008697,1.0085,36,0,12,0,91894.10241863075,77.48
548,8511-2,Educação infantil,MEI,1,MEI,1,Ilha Porchat,0,13.42,27.67,0.0833,0.0,3060.37,0.4826,0.013415,0.5757,36,0,12,0,90225.06081632653,96.61
549,7490-1,Consultoria empresarial,MEI,1,MEI,1,Jardim Rio Branco,0,5.74,5.5,0.0,0.0,3963.23,0.1239,0.002835,0.8671,36,0,12,0,92713.56658625731,95.73
550,4771-7,Comércio farmacêutico,EPP,3,Simples Nacional,2,Glória,0,6.34,6.96,0.0,0.0,243485.38,0.1423,0.023294,0.9562,36,0,12,0,247735.04169952212,1.72
551,5310-5,Atividades dos correios,MEI,1,MEI,1,Vila Bocaina,2,65.03,15.63,0.0833,0.0,1041.97,0.4258,0.034691,1.4981,36,0,12,0,46652.40631738174,97.77
552,8599-6,Treinamento e capacitação,MD,4,Lucro Presumido,3,Esplanada dos Barreiros,2,67.16,15.15,0.0833,0.0833,61578.55,0.6209,-0.012886,0.0,36,0,12,0,62778.58030149052,1.91
553,5620-1,Serviços de alimentação,GR,5,Lucro Real,4,Jardim Rio Branco,0,8.02,3.88,0.0,0.0,1118789.85,0.1603,0.028274,1.3443,31,1,12,0,90611.88504413291,0.0
555,4330-4,Acabamentos em construção,EPP,3,Simples Nacional,2,Cidade Nautica,0,5.52,4.25,0.0,0.0,132621.83,0.253,0.021589,0.8144,30,1,12,0,162118.29751887813,18.19
557,8512-1,Ensino fundamental,MEI,1,MEI,1,Alto da Boa Vista,0,14.36,27.66,0.0833,0.0833,3680.12,0.4829,-0.02181,0.5947,36,0,12,0,108039.5574796748,96.59
558,7711-0,Locação de automóveis,ME,2,Simples Nacional,2,Ilha Porchat,0,8.27,4.6,0.0,0.0833,48040.34,0.1199,0.020383,1.099,36,0,12,0,301400.2526279957,84.06
559,6911-7,Atividades jurídicas,MEI,1,MEI,1,Catiapoa,2,70.2,16.88,0.1667,0.0833,1426.03,0.5934,-0.007328,0.7174,36,0,12,0,131438.33464285714,98.92
560,8512-1,Ensino fundamental,MEI,1,MEI,1,Esplanada dos Barreiros,0,4.15,5.81,0.0,0.0,4497.38,0.3422,0.003484,0.5476,36,0,12,0,108039.5574796748,95.84
561,6201-5,Desenvolvimento de software,MD,4,Lucro Presumido,3,Parque Bitaru,2,68.36,14.13,0.0833,0.0833,122526.59,0.4805,0.037525,1.0426,36,0,12,0,133409.7116222222,8.16
562,4330-4,Acabamentos em construção,MD,4,Lucro Presumido,3,Parque Bitaru,1,34.16,10.41,0.0,0.3333,329496.75,0.2455,0.032081,0.8484,36,0,12,0,162118.29751887813,0.0
563,5620-1,Serviços de alimentação,EPP,3,Simples Nacional,2,Vila Nova,0,12.85,27.91,0.0833,0.0,100075.09,0.4158,0.027647,1.1709,36,0,12,0,90611.88504413291,0.0
564,8630-5,Atividades de atenção à saúde,MEI,1,MEI,1,Ilha Porchat,0,6.11,4.98,0.0,0.0833,5446.3,0.1656,-0.027934,0.8674,36,0,12,0,208588.24982142856,97.39
565,4771-7,Comércio farmacêutico,ME,2,Lucro Presumido,3,Parque Bitaru,0,7.6,6.75,0.0,0.0,58644.16,0.1472,0.030771,0.9507,36,0,12,0,247735.04169952212,76.33
566,7490-1,Consultoria empresarial,EPP,3,Simples Nacional,2,Jardim Rio Branco,0,5.03,8.99,0.0,0.0,80635.22,0.1714,0.002966,0.7385,36,0,12,0,92713.56658625731,13.03
567,6201-5,Desenvolvimento de software,MEI,1,MEI,1,Ilha Porchat,0,3.62,5.02,0.0,0.0,4629.31,0.1358,-0.004891,0.9403,36,0,12,0,133409.7116222222,96.53
568,8599-6,Treinamento e capacitação,EPP,3,Lucro Presumido,3,Alto da Boa Vista,0,5.46,5.05,0.0,0.0,53156.18,0.3351,0.009137,0.6601,36,0,12,0,62778.58030149052,15.33
570,7711-0,Locação de automóveis,ME,2,Lucro Presumido,3,Glória,0,7.4,4.92,0.0,0.0,45613.82,0.1455,0.020408,1.0726,36,0,12,0,301400.2526279957,84.87
571,4921-3,Transporte rodoviário coletivo,EPP,3,Simples Nacional,2,Alto da Boa Vista,0,5.07,6.21,0.0,0.0,211894.87,0.1343,0.010214,0.8256,17,1,12,0,537656.9499799799,60.59
572,6202-3,Desenvolvimento de sistemas,EPP,3,Simples Nacional,2,Japuí,0,7.68,8.29,0.0,0.0,78128.18,0.1456,-0.002347,0.9212,36,0,12,0,91894.10241863075,14.98
573,8650-0,Atividades de saúde humana,MEI,1,MEI,1,Centro,2,69.33,21.02,0.25,0.0,1721.02,0.7044,0.070617,1.6799,2,1,12,1,155738.17786195286,98.89
574,4120-4,Construção de edifícios,EPP,3,Simples Nacional,2,Vila São Jorge,1,51.05,30.14,0.25,0.3333,110803.87,0.6423,0.036962,1.2272,36,0,12,0,393390.15080833336,71.83
575,8511-2,Educação infantil,MD,4,Lucro Presumido,3,Parque Bitaru,2,74.94,17.37,0.25,0.0,56210.73,0.8085,-0.028445,0.587,36,0,12,0,90225.06081632653,37.7
576,6201-5,Desenvolvimento de software,EPP,3,Lucro Presumido,3,Centro,1,34.51,10.27,0.0,0.1667,61929.88,0.163,0.019979,1.2145,36,0,12,0,133409.7116222222,53.58
577,4120-4,Construção de edifícios,EPP,3,Simples Nacional,2,Cidade Nautica,1,48.97,31.95,0.25,0.4167,107894.92,0.6412,0.025601,1.0026,36,0,12,0,393390.15080833336,72.57
578,6201-5,Desenvolvimento de software,ME,2,Simples Nacional,2,Vila Bocaina,1,30.27,11.75,0.0,0.1667,18417.54,0.2083,0.009412,1.1473,36,0,12,0,133409.7116222222,86.19
579,7490-1,Consultoria empresarial,MEI,1,MEI,1,Japuí,2,72.87,15.91,0.1667,0.1667,1156.31,0.6029,-0.005851,1.9887,36,0,12,0,92713.56658625731,98.75
580,5310-5,Atividades dos correios,MD,4,Lucro Real,4,Glória,0,13.74,27.4,0.0833,0.0,168358.57,0.3384,-0.017271,1.1491,6,1,12,0,46652.40631738174,0.0
581,4921-3,Transporte rodoviário coletivo,EPP,3,Simples Nacional,2,Japuí,0,14.02,27.49,0.0833,0.0,186110.41,0.344,0.029499,0.9658,36,0,12,0,537656.9499799799,65.38
582,8512-1,Ensino fundamental,MEI,1,MEI,1,Cidade Nautica,1,40.7,20.55,0.0833,0.0833,2689.94,0.5404,0.056462,0.5902,6,1,12,1,108039.5574796748,97.51
584,4771-7,Comércio farmacêutico,EPP,3,Lucro Presumido,3,Vila Bocaina,0,1.98,6.83,0.0,0.0833,261602.85,0.1557,0.014271,1.0862,29,1,12,0,247735.04169952212,0.0
586,4120-4,Construção de edifícios,ME,2,Lucro Presumido,3,Catiapoa,2,71.53,12.36,0.0833,0.0,16820.04,0.5091,-0.010636,0.798,3,1,12,1,393390.15080833336,95.72
587,7711-0,Locação de automóveis,ME,2,Lucro Presumido,3,Ilha Porchat,0,4.81,5.92,0.0,0.0,48636.26,0.1331,-0.001763,0.8167,36,0,12,0,301400.2526279957,83.86
588,5310-5,Atividades dos correios,ME,2,Lucro Presumido,3,Jardim Rio Branco,0,5.33,7.41,0.0,0.0,16785.46,0.1609,0.011764,0.7902,36,0,12,0,46652.40631738174,64.02
590,6202-3,Desenvolvimento de sistemas,EPP,3,Simples Nacional,2,Japuí,0,19.1,37.96,0.1667,0.0,66246.63,0.4895,0.015858,1.1648,36,0,12,0,91894.10241863075,27.91
591,8599-6,Treinamento e capacitação,GR,5,Lucro Real,4,Alto da Boa Vista,0,13.56,27.83,0.0833,0.0,356964.16,0.4568,0.038871,0.7824,36,0,12,0,62778.58030149052,0.0
592,7711-0,Locação de automóveis,ME,2,Lucro Presumido,3,Catiapoa,2,68.76,20.84,0.25,0.25,16833.86,0.6965,0.001869,0.0,1,1,12,1,301400.2526279957,94.41
593,8599-6,Treinamento e capacitação,MEI,1,MEI,1,Esplanada dos Barreiros,2,76.33,16.67,0.25,0.0833,835.7,0.8047,0.032486,0.0,36,0,12,0,62778.58030149052,98.67
594,8650-0,Atividades de saúde humana,EPP,3,Simples Nacional,2,Esplanada dos Barreiros,0,14.7,27.05,0.0833,0.0,131524.32,0.3387,-0.031765,0.9317,36,0,12,0,155738.17786195286,15.55
595,8512-1,Ensino fundamental,MEI,1,MEI,1,Parque Bitaru,1,26.58,9.48,0.0,0.0,3064.36,0.302,0.011936,0.9047,36,0,12,0,108039.5574796748,97.16
596,4921-3,Transporte rodoviário coletivo,MEI,1,MEI,1,Parque Bitaru,0,8.78,4.73,0.0,0.0,7060.12,0.1548,0.02124,0.9592,36,0,12,0,537656.9499799799,98.69
597,4120-4,Construção de edifícios,MEI,1,MEI,1,Vila Bocaina,1,28.03,10.18,0.0,0.0833,5895.16,0.2592,0.031018,0.8715,36,0,12,0,393390.15080833336,98.5
598,8511-2,Educação infantil,MEI,1,MEI,1,Vila Margarida,2,64.52,16.22,0.0833,0.0,1487.58,0.6337,-0.043822,0.3683,36,0,12,0,90225.06081632653,98.35
599,8511-2,Educação infantil,GR,5,Lucro Real,4,Parque Bitaru,2,72.04,19.72,0.25,0.0,200318.61,0.7811,0.071291,0.886,36,0,12,0,90225.06081632653,0.0
600,8650-0,Atividades de saúde humana,EPP,3,Simples Nacional,2,Esplanada dos Barreiros,0,15.53,26.99,0.0833,0.0833,129125.81,0.3573,0.025165,1.0463,21,1,12,0,155738.17786195286,17.09
601,6202-3,Desenvolvimento de sistemas,EPP,3,Simples Nacional,2,Vila Bocaina,0,10.45,28.78,0.0833,0.0,71590.17,0.3309,-0.038556,1.079,36,0,12,0,91894.10241863075,22.09
602,9602-5,Cabeleireiros e similares,MEI,1,MEI,1,Centro,0,4.16,5.38,0.0,0.0,3032.36,0.1347,-0.002596,0.9935,36,0,12,0,34897.042119708996,91.31
603,4120-4,Construção de edifícios,ME,2,Simples Nacional,2,Porto Grande,1,42.57,28.03,0.1667,0.0833,31433.71,0.5204,0.033176,1.2209,19,1,12,0,393390.15080833336,92.01
604,6201-5,Desenvolvimento de software,EPP,3,Lucro Presumido,3,Catiapoa,0,5.51,4.72,0.0,0.0,92558.96,0.0771,0.008398,1.0426,36,0,12,0,133409.7116222222,30.62
605,8599-6,Treinamento e capacitação,MEI,1,MEI,1,Cidade Nautica,2,66.34,18.6,0.1667,0.1667,1132.51,0.637,0.03677,0.0,36,0,12,0,62778.58030149052,98.2
606,9311-5,Academias e fitness,ME,2,Lucro Presumido,3,Vila Bocaina,0,5.1,5.42,0.0,0.0,26422.52,0.0786,0.00927,0.9537,36,0,12,0,177651.30473180074,85.13
607,4921-3,Transporte rodoviário coletivo,MEI,1,MEI,1,Centro,1,41.71,19.84,0.0833,0.1667,4492.94,0.3567,0.019557,1.1115,36,0,12,0,537656.9499799799,99.16
608,6911-7,Atividades jurídicas,EPP,3,Simples Nacional,2,Cidade Nautica,0,4.36,3.87,0.0,0.0,107990.32,0.0986,-0.000515,0.9688,16,1,12,0,131438.33464285714,17.84
609,4330-4,Acabamentos em construção,MEI,1,MEI,1,Alto da Boa Vista,1,42.06,28.92,0.1667,0.0,3512.46,0.5513,-0.010141,0.6786,36,0,12,0,162118.29751887813,97.83
610,5611-2,Restaurantes e similares,EPP,3,Simples Nacional,2,Japuí,0,16.26,26.7,0.0833,0.0,109658.12,0.3619,0.011188,1.4419,36,0,12,0,102203.3056008454,0.0
611,4921-3,Transporte rodoviário coletivo,GR,5,Lucro Real,4,Cidade Nautica,0,3.42,7.06,0.0,0.0,3065809.87,0.0794,0.007243,1.0891,15,1,12,1,537656.9499799799,0.0
612,4771-7,Comércio farmacêutico,ME,2,Lucro Presumido,3,Glória,2,65.46,8.84,0.0,0.0,20756.39,0.248,-0.017311,0.9332,29,1,12,1,247735.04169952212,91.62
614,4771-7,Comércio farmacêutico,ME,2,Lucro Presumido,3,Parque Bitaru,0,5.1,5.74,0.0,0.0,59364.62,0.163,-0.003499,1.0066,32,1,12,0,247735.04169952212,76.04
616,6920-6,Atividades contábeis,MD,4,Lucro Presumido,3,Jardim Rio Branco,0,3.94,5.64,0.0,0.0,291407.32,0.113,0.007151,1.0294,36,0,12,0,93794.93164215687,0.0
617,7711-0,Locação de automóveis,MEI,1,MEI,1,Jardim Rio Branco,0,2.34,6.97,0.0,0.0,7259.31,0.1885,0.002171,0.898,36,0,12,0,301400.2526279957,97.59
618,9602-5,Cabeleireiros e similares,EPP,3,Simples Nacional,2,Vila Margarida,0,4.73,5.36,0.0,0.0,42990.28,0.1602,0.016058,1.1762,6,1,12,0,34897.042119708996,0.0
619,9602-5,Cabeleireiros e similares,MD,4,Lucro Real,4,Vila Nova,0,6.05,7.37,0.0,0.0,140646.64,0.1549,-0.00077,0.6844,32,1,12,0,34897.042119708996,0.0
620,4120-4,Construção de edifícios,GR,5,Lucro Real,4,Catiapoa,0,6.54,6.58,0.0,0.0,3359728.23,0.2287,0.015667,0.7735,36,0,12,0,393390.15080833336,0.0
621,8630-5,Atividades de atenção à saúde,MD,4,Lucro Presumido,3,Vila São Jorge,1,28.51,9.76,0.0,0.0,479392.58,0.1965,0.00867,0.9983,30,1,12,1,208588.24982142856,0.0
622,4771-7,Comércio farmacêutico,EPP,3,Simples Nacional,2,Vila Bocaina,1,29.58,8.18,0.0,0.1667,183618.78,0.1763,0.01403,0.9896,36,0,12,0,247735.04169952212,25.88
623,6920-6,Atividades contábeis,EPP,3,Lucro Presumido,3,Vila Bocaina,1,40.55,20.87,0.0833,0.0833,50411.93,0.3695,0.018044,1.2294,36,0,12,0,93794.93164215687,46.25
624,8630-5,Atividades de atenção à saúde,MEI,1,MEI,1,Vila São Jorge,0,5.02,3.82,0.0,0.0833,5751.51,0.1357,-0.000938,0.9771,36,0,12,0,208588.24982142856,97.24
625,4330-4,Acabamentos em construção,MD,4,Lucro Real,4,Vila Bocaina,1,35.09,8.68,0.0,0.0,307474.81,0.3356,-0.012214,0.6548,36,0,12,0,162118.29751887813,0.0
626,4771-7,Comércio farmacêutico,EPP,3,Simples Nacional,2,Japuí,0,5.9,5.37,0.0,0.0,239751.11,0.1689,0.034996,1.0682,36,0,12,0,247735.04169952212,3.22
627,7490-1,Consultoria empresarial,MEI,1,MEI,1,Vila Bocaina,0,7.85,6.49,0.0,0.0833,3648.88,0.1298,-0.000723,1.0172,36,0,12,0,92713.56658625731,96.06
628,6911-7,Atividades jurídicas,EPP,3,Simples Nacional,2,Porto Grande,0,6.19,4.3,0.0,0.0,102538.84,0.1776,0.005519,1.151,36,0,12,0,131438.33464285714,21.99
629,8599-6,Treinamento e capacitação,MEI,1,MEI,1,Vila São Jorge,0,6.17,4.61,0.0,0.0833,3284.2,0.3219,0.014481,0.6654,30,1,12,0,62778.58030149052,94.77
630,4120-4,Construção de edifícios,MEI,1,MEI,1,Vila Bocaina,0,7.36,5.96,0.0,0.0,7320.14,0.2477,0.020831,0.7599,36,0,12,0,393390.15080833336,98.14
631,8650-0,Atividades de saúde humana,MEI,1,MEI,1,Parque Bitaru,1,30.25,9.36,0.0,0.1667,3986.51,0.1291,-0.00911,0.8472,14,1,12,0,155738.17786195286,97.44
632,9311-5,Academias e fitness,MEI,1,MEI,1,Vila Nova,0,6.17,4.4,0.0,0.0833,4065.49,0.135,0.017854,1.2173,36,0,12,0,177651.30473180074,97.71
633,8650-0,Atividades de saúde humana,MEI,1,MEI,1,Centro,0,14.34,28.06,0.0833,0.0,4698.71,0.3394,0.011648,0.7829,36,0,12,0,155738.17786195286,96.98
634,4120-4,Construção de edifícios,ME,2,Lucro Presumido,3,Vila Margarida,0,7.59,7.21,0.0,0.0,48971.96,0.2313,0.02439,0.9012,36,0,12,0,393390.15080833336,87.55
635,4120-4,Construção de edifícios,ME,2,Simples Nacional,2,Glória,0,9.33,29.06,0.0833,0.0833,50932.82,0.3783,0.033768,1.1412,36,0,12,0,393390.15080833336,87.05
636,5620-1,Serviços de alimentação,EPP,3,Simples Nacional,2,Vila Margarida,2,71.76,15.85,0.1667,0.0833,31497.74,0.6107,0.031719,1.0146,36,0,12,0,90611.88504413291,65.24
637,4921-3,Transporte rodoviário coletivo,EPP,3,Simples Nacional,2,Vila Nova,0,7.09,4.73,0.0,0.0833,204413.42,0.1163,-0.000149,0.909,36,0,12,0,537656.9499799799,61.98
638,4771-7,Comércio farmacêutico,ME,2,Simples Nacional,2,Centro,0,5.52,6.02,0.0,0.0833,60445.32,0.1134,0.019419,1.1052,15,1,12,0,247735.04169952212,75.6
639,8599-6,Treinamento e capacitação,MEI,1,MEI,1,Vila Margarida,2,71.71,18.53,0.25,0.0,881.31,0.781,-0.098801,1.2084,36,0,12,0,62778.58030149052,98.6
640,8599-6,Treinamento e capacitação,MEI,1,MEI,1,Vila Nova,0,6.79,5.92,0.0,0.0833,3086.36,0.3256,0.003138,0.5402,36,0,12,0,62778.58030149052,95.08
641,5620-1,Serviços de alimentação,ME,2,Simples Nacional,2,Esplanada dos Barreiros,1,30.91,8.28,0.0,0.0833,22672.62,0.1923,0.034052,1.3783,36,0,12,0,90611.88504413291,74.98
642,4771-7,Comércio farmacêutico,ME,2,Lucro Presumido,3,Vila Nova,0,3.29,5.64,0.0,0.0833,59295.51,0.1936,-0.009534,0.8431,36,0,12,0,247735.04169952212,76.06
643,6202-3,Desenvolvimento de sistemas,MEI,1,MEI,1,Centro,0,14.34,27.45,0.0833,0.0833,3497.29,0.3289,-0.036877,0.0,36,0,12,0,91894.10241863075,96.19
644,9602-5,Cabeleireiros e similares,MEI,1,MEI,1,Esplanada dos Barreiros,0,13.63,27.93,0.0833,0.0833,2749.92,0.3806,-0.042879,0.751,36,0,12,0,34897.042119708996,92.12
645,8630-5,Atividades de atenção à saúde,MEI,1,MEI,1,Jardim Rio Branco,0,6.01,6.78,0.0,0.0,5739.12,0.1112,-0.003287,0.9603,36,0,12,0,208588.24982142856,97.25
647,7711-0,Locação de automóveis,ME,2,Simples Nacional,2,Vila Bocaina,1,33.76,21.8,0.0833,0.3333,34048.85,0.372,0.039555,1.0096,36,0,12,0,301400.2526279957,88.7
648,4921-3,Transporte rodoviário coletivo,EPP,3,Simples Nacional,2,Porto Grande,0,4.18,4.78,0.0,0.0,212858.82,0.133,-0.000732,0.9176,36,0,12,0,537656.9499799799,60.41
649,6201-5,Desenvolvimento de software,MEI,1,MEI,1,Vila Nova,0,5.72,7.25,0.0,0.0,4232.49,0.1102,0.008905,0.988,36,0,12,0,133409.7116222222,96.83
650,6920-6,Atividades contábeis,ME,2,Lucro Presumido,3,Esplanada dos Barreiros,1,39.43,21.11,0.0833,0.25,17970.01,0.3685,-0.006178,1.2581,36,0,12,0,93794.93164215687,80.84
651,4330-4,Acabamentos em construção,MEI,1,MEI,1,Japuí,2,73.33,18.51,0.25,0.0833,1468.21,0.7307,0.110682,0.9984,36,0,12,0,162118.29751887813,99.09
652,5310-5,Atividades dos correios,MEI,1,MEI,1,Vila Bocaina,0,12.76,28.01,0.0833,0.0,2915.64,0.3282,0.040684,1.0189,29,1,12,0,46652.40631738174,93.75
653,5620-1,Serviços de alimentação,EPP,3,Simples Nacional,2,Japuí,2,68.75,16.75,0.1667,0.0,32715.71,0.5651,0.013768,1.7741,36,0,12,0,90611.88504413291,63.89
654,4330-4,Acabamentos em construção,EPP,3,Simples Nacional,2,Cidade Nautica,1,27.12,7.05,0.0,0.1667,96309.49,0.2353,0.011025,0.6365,36,0,12,0,162118.29751887813,40.59
655,4921-3,Transporte rodoviário coletivo,MEI,1,MEI,1,Centro,1,34.76,9.5,0.0,0.1667,4880.13,0.1272,-0.00015,0.8141,27,1,12,0,537656.9499799799,99.09
656,8599-6,Treinamento e capacitação,MEI,1,MEI,1,Parque Bitaru,2,68.86,17.99,0.1667,0.0,1015.33,0.6881,0.019208,0.7228,36,0,12,0,62778.58030149052,98.38
657,6920-6,Atividades contábeis,ME,2,Lucro Presumido,3,Vila São Jorge,1,51.06,30.58,0.25,0.0,13973.38,0.661,0.039263,1.3333,36,0,12,0,93794.93164215687,85.1
658,4120-4,Construção de edifícios,ME,2,Simples Nacional,2,Catiapoa,1,29.05,9.09,0.0,0.0833,42016.2,0.2308,0.025761,1.0713,36,0,12,0,393390.15080833336,89.32
659,5310-5,Atividades dos correios,ME,2,Lucro Presumido,3,Glória,1,43.44,27.12,0.1667,0.0833,10370.98,0.4778,0.039468,1.0282,36,0,12,0,46652.40631738174,77.77
660,4330-4,Acabamentos em construção,MEI,1,MEI,1,Vila Nova,0,7.78,4.86,0.0,0.0,5166.58,0.2252,0.026726,0.8086,36,0,12,0,162118.29751887813,96.81
661,4771-7,Comércio farmacêutico,MEI,1,MEI,1,Catiapoa,0,4.06,5.87,0.0,0.0,7961.11,0.1011,0.000385,1.1981,36,0,12,0,247735.04169952212,96.79
662,9311-5,Academias e fitness,MD,4,Lucro Presumido,3,Catiapoa,0,6.13,5.66,0.0,0.0,325874.77,0.1683,0.035949,1.2576,36,0,12,0,177651.30473180074,0.0
663,7711-0,Locação de automóveis,GR,5,Lucro Real,4,Esplanada dos Barreiros,0,5.46,7.22,0.0,0.0,2943517.92,0.1523,0.029403,1.2807,36,0,12,0,301400.2526279957,0.0
664,8630-5,Atividades de atenção à saúde,MEI,1,MEI,1,Jardim Rio Branco,1,33.11,7.9,0.0,0.1667,4147.73,0.1951,-0.008306,0.8783,36,0,12,0,208588.24982142856,98.01
665,4921-3,Transporte rodoviário coletivo,EPP,3,Simples Nacional,2,Vila Bocaina,0,9.04,5.11,0.0,0.0833,200549.87,0.1658,0.025964,0.9274,36,0,12,0,537656.9499799799,62.7
666,6920-6,Atividades contábeis,ME,2,Lucro Presumido,3,Catiapoa,1,34.87,23.75,0.0833,0.0,17967.38,0.3679,0.040474,1.1582,36,0,12,0,93794.93164215687,80.84
667,8511-2,Educação infantil,MEI,1,MEI,1,Vila Margarida,2,72.18,18.43,0.25,0.0833,976.23,0.7415,-0.018859,1.0088,36,0,12,0,90225.06081632653,98.92
668,8630-5,Atividades de atenção à saúde,GR,5,Lucro Real,4,Porto Grande,1,33.9,23.28,0.0833,0.0833,1497910.68,0.3723,0.004509,1.0741,36,0,12,0,208588.24982142856,0.0
